ensembl_gene_id,likelihood,treelength,p0,b0,f0,p1,b1,f1,p2,b2,f2,p3,b3,f3,FDR,p2a_2b
ENSSHAG00000007126,-14784.766621,2.74675,0.74962,0,0,0.24222,1,1,0.00616,0,865.81114,0.00199,1,865.81114,4.0935738401526e-05,0.00815
ENSSHAG00000007131,-6287.030879,44.72078,0.76638,0.02961,0.02961,0.13296,1,1,0.08578,0.02961,121.5866,0.01488,1,121.5866,2.87712407864694e-13,0.10066
ENSSHAG00000007136,-4332.617923,0.55359,0.9983,0.00372,0.00372,0,1,1,0.0017,0.00372,434.18142,0,1,434.18142,0.00906633671779247,0.0017
ENSSHAG00000007137,-7714.087623,60.25768,0.76793,0.02248,0.02248,0.19722,1,1,0.02773,0.02248,949.96968,0.00712,1,949.96968,2.96106185088104e-08,0.03485
ENSSHAG00000007138,-2480.61605,17.69583,0.47044,0,0,0.47318,1,1,0.02811,0,998.96738,0.02827,1,998.96738,0.000562781035131449,0.05638
ENSSHAG00000007139,-8725.705901,18.29391,0.82522,0.03474,0.03474,0.127,1,1,0.04141,0.03474,998.98333,0.00637,1,998.98333,2.88408077012704e-23,0.04778
ENSSHAG00000007171,-4284.01383,5.27891,0.98468,0.06907,0.06907,0,1,1,0.01532,0.06907,998.99786,0,1,998.99786,3.7962891044784e-05,0.01532
ENSSHAG00000007179,-9850.092862,0.7237,0.67362,0.12894,0.12894,0.31998,1,1,0.00434,0.12894,30.96773,0.00206,1,30.96773,0.0454482278844857,0.0064
ENSSHAG00000007192,-3485.27567,40.36813,0.65573,0.00103,0.00103,0.22383,1,1,0.08979,0.00103,942.72098,0.03065,1,942.72098,1.40089166863436e-24,0.12044
ENSSHAG00000007195,-5168.646263,44.07043,0.80563,0.0658,0.0658,0,1,1,0.19437,0.0658,600.66562,0,1,600.66562,4.11411155124647e-43,0.19437
ENSSHAG00000007209,-4831.883806,1.62027,0.72807,0.07456,0.07456,0.16824,1,1,0.08422,0.07456,3.3445,0.01946,1,3.3445,0.0165236837925846,0.10368
ENSSHAG00000007219,-2492.616284,1.58496,0.51911,0.0917,0.0917,0.43735,1,1,0.02363,0.0917,38.93798,0.01991,1,38.93798,0.000764391151772015,0.04354
ENSSHAG00000007236,-5147.948512,53.8993,0.85159,0.01716,0.01716,0.01162,1,1,0.13496,0.01716,27.42969,0.00184,1,27.42969,8.64058379585765e-14,0.1368
ENSSHAG00000007252,-3451.007135,48.3904,0.75712,0.03414,0.03414,0.15486,1,1,0.07307,0.03414,871.82304,0.01495,1,871.82304,4.6762869765613e-14,0.08802
ENSSHAG00000007262,-3404.112268,6.61226,0.86542,0.05218,0.05218,0.10965,1,1,0.02213,0.05218,999,0.0028,1,999,2.52602946881635e-08,0.02493
ENSSHAG00000007280,-2841.776148,4.34341,0.95944,0.0969,0.0969,0,1,1,0.04056,0.0969,702.20027,0,1,702.20027,3.8954072580485e-20,0.04056
ENSSHAG00000007281,-6181.740749,67.41018,0.5787,0.02572,0.02572,0.31895,1,1,0.06598,0.02572,567.4735,0.03637,1,567.4735,9.9115830249665e-17,0.10235
ENSSHAG00000007292,-4497.950122,4.77487,0.82637,0.0309,0.0309,0.1582,1,1,0.01294,0.0309,998.99975,0.00248,1,998.99975,9.96253733476588e-09,0.01542
ENSSHAG00000007305,-9239.870165,17.8629,0.87048,0.05036,0.05036,0,1,1,0.12952,0.05036,3.6619,0,1,3.6619,3.67913655522846e-07,0.12952
ENSSHAG00000007310,-4908.546883,55.52735,0.73755,0.02528,0.02528,0.12432,1,1,0.1182,0.02528,145.46196,0.01992,1,145.46196,1.66469188187863e-34,0.13812
ENSSHAG00000007312,-5209.313711,56.2056,0.91754,0.01473,0.01473,0.03544,1,1,0.04527,0.01473,140.91434,0.00175,1,140.91434,4.52483875755762e-11,0.04702
ENSSHAG00000007316,-1886.755215,2.26642,0.63399,0.01152,0.01152,0.21084,1,1,0.11645,0.01152,45.20494,0.03873,1,45.20494,4.24594581122916e-10,0.15518
ENSSHAG00000007319,-3339.856004,35.95122,0.76396,0.03681,0.03681,0.13074,1,1,0.08991,0.03681,35.16015,0.01539,1,35.16015,9.2941033312542e-07,0.1053
ENSSHAG00000007332,-1611.66538,0.89871,0.90844,0.00053,0.00053,0.07274,1,1,0.01743,0.00053,67.74121,0.0014,1,67.74121,0.000311847441697166,0.01883
ENSSHAG00000007344,-8331.869247,50.55519,0.90242,0.01308,0.01308,0.09392,1,1,0.00331,0.01308,68.21795,0.00034,1,68.21795,0.0333405490260027,0.00365
ENSSHAG00000007350,-5624.349376,20.35508,0.74137,0.07886,0.07886,0.22105,1,1,0.02895,0.07886,418.24787,0.00863,1,418.24787,3.22169451142194e-05,0.03758
ENSSHAG00000007360,-5064.989858,67.25918,0.77006,0.05413,0.05413,0.03333,1,1,0.18845,0.05413,432.08488,0.00816,1,432.08488,3.71240006005422e-30,0.19661
ENSSHAG00000007363,-3229.764433,43.92088,0.8802,0.01778,0.01778,0.03364,1,1,0.08299,0.01778,723.21614,0.00317,1,723.21614,1.25288318705295e-15,0.08616
ENSSHAG00000007375,-5022.604821,28.82809,0.93073,0.03317,0.03317,0.01946,1,1,0.04879,0.03317,999,0.00102,1,999,6.95972643509461e-18,0.04981
ENSSHAG00000007376,-10123.022074,7.94706,0.55213,0.09448,0.09448,0.40024,1,1,0.02761,0.09448,583.18447,0.02002,1,583.18447,8.78511223524912e-16,0.04763
ENSSHAG00000007378,-4041.162275,46.18913,0.88835,0.02209,0.02209,0.03572,1,1,0.073,0.02209,67.71933,0.00294,1,67.71933,5.51150190439859e-15,0.07594
ENSSHAG00000007380,-5202.695922,70.53617,0.9516,0.0344,0.0344,0.0307,1,1,0.01715,0.0344,998.98945,0.00055,1,998.98945,0.0318815967429094,0.0177
ENSSHAG00000007388,-3323.600127,6.58418,0.80881,0.05025,0.05025,0.17251,1,1,0.01539,0.05025,999,0.00328,1,999,1.2232755962274e-07,0.01867
ENSSHAG00000007398,-5302.442487,1.09992,0.86166,0.0344,0.0344,0.13125,1,1,0.00615,0.0344,233.16734,0.00094,1,233.16734,0.00379396941938283,0.00709
ENSSHAG00000007412,-4238.726806,0.90615,0.71217,0.06948,0.06948,0.27624,1,1,0.00835,0.06948,97.93974,0.00324,1,97.93974,0.000890815712907474,0.01159
ENSSHAG00000007423,-4468.833001,0.55353,0.9817,0.01227,0.01227,0.01293,1,1,0.0053,0.01227,100.25425,7e-05,1,100.25425,0.0320838720947042,0.00537
ENSSHAG00000007440,-35410.303058,4.36873,0.69886,0.08124,0.08124,0.21682,1,1,0.06435,0.08124,49.62586,0.01996,1,49.62586,1.97170137120588e-44,0.08431
ENSSHAG00000007442,-6253.063253,1.99698,0.46951,0.08102,0.08102,0.49343,1,1,0.01807,0.08102,11.00354,0.01899,1,11.00354,0.0252090320925126,0.03706
ENSSHAG00000007446,-2098.350506,62.4711,0.73983,0.02869,0.02869,0.19564,1,1,0.05103,0.02869,425.5532,0.01349,1,425.5532,0.001256568416397,0.06452
ENSSHAG00000007449,-2097.928061,1.17827,0.98003,0.06086,0.06086,0,1,1,0.01997,0.06086,153.74813,0,1,153.74813,9.30035764731802e-08,0.01997
ENSSHAG00000007451,-9888.226995,37.82854,0.84476,0.02652,0.02652,0.11707,1,1,0.03352,0.02652,437.65239,0.00465,1,437.65239,5.90651987864043e-17,0.03817
ENSSHAG00000007455,-4833.548563,14.42117,0.70308,0.07867,0.07867,0.2537,1,1,0.03176,0.07867,25.44012,0.01146,1,25.44012,0.00137303564124545,0.04322
ENSSHAG00000007460,-3200.132101,3.94747,0.778,0,0,0.2118,1,1,0.00801,0,492.06704,0.00218,1,492.06704,0.00865037847259592,0.01019
ENSSHAG00000007461,-4356.527497,1.55854,0.97589,0.0066,0.0066,0,1,1,0.02411,0.0066,148.61378,0,1,148.61378,3.54954042064748e-12,0.02411
ENSSHAG00000007468,-6358.223112,16.90745,0.83502,0.00838,0.00838,0.13418,1,1,0.02654,0.00838,999,0.00426,1,999,4.2530308034633e-09,0.0308
ENSSHAG00000007471,-1332.165366,18.23026,0.90354,0.16976,0.16976,0,1,1,0.09646,0.16976,999,0,1,999,7.2678132040717e-12,0.09646
ENSSHAG00000007481,-1840.289664,6.76438,0.96532,0.20575,0.20575,0,1,1,0.03468,0.20575,28.23566,0,1,28.23566,0.0202726340058668,0.03468
ENSSHAG00000007485,-2944.262604,72.71378,0.72134,0.08231,0.08231,0.17366,1,1,0.08463,0.08231,706.27501,0.02037,1,706.27501,4.39194337594752e-07,0.105
ENSSHAG00000007489,-5174.764505,13.61648,0.85395,0.04074,0.04074,0.124,1,1,0.01925,0.04074,998.99071,0.0028,1,998.99071,0.00528581316782413,0.02205
ENSSHAG00000007492,-3910.964529,51.55191,0.46301,0.05923,0.05923,0.12576,1,1,0.32339,0.05923,82.27565,0.08784,1,82.27565,1.00810875087533e-07,0.41123
ENSSHAG00000007494,-4059.867518,66.13579,0.93171,0.01631,0.01631,0,1,1,0.06829,0.01631,242.36552,0,1,242.36552,9.26506950615907e-14,0.06829
ENSSHAG00000007502,-8158.176054,41.49128,0.86695,0.0177,0.0177,0.12025,1,1,0.01124,0.0177,569.61068,0.00156,1,569.61068,0.00239312010399351,0.0128
ENSSHAG00000007507,-4909.75752,50.68299,0.75697,0.01003,0.01003,0.08459,1,1,0.14251,0.01003,447.24696,0.01593,1,447.24696,2.62706726426659e-18,0.15844
ENSSHAG00000007528,-4366.152651,3.4981,0.81461,0.09619,0.09619,0.13966,1,1,0.03904,0.09619,72.40317,0.00669,1,72.40317,4.95435644866367e-10,0.04573
ENSSHAG00000007530,-5921.322331,99.55198,0.79109,0.02287,0.02287,0.11648,1,1,0.08056,0.02287,727.83815,0.01186,1,727.83815,6.72618317508724e-09,0.09242
ENSSHAG00000007548,-3308.120509,0.85503,0.97936,0.06166,0.06166,0,1,1,0.02064,0.06166,30.99993,0,1,30.99993,0.00595827525515032,0.02064
ENSSHAG00000007549,-3104.208513,35.36267,0.42359,0.08021,0.08021,0.50893,1,1,0.03065,0.08021,998.98232,0.03683,1,998.98232,0.00147266095220298,0.06748
ENSSHAG00000007561,-3376.437527,50.18302,0.9801,0.01964,0.01964,0,1,1,0.0199,0.01964,40.88642,0,1,40.88642,4.68229519734748e-08,0.0199
ENSSHAG00000007573,-3821.496421,55.48376,0.86738,0.02092,0.02092,0.09936,1,1,0.02984,0.02092,998.99965,0.00342,1,998.99965,1.72065220881191e-11,0.03326
ENSSHAG00000007575,-6114.42485,5.55564,0.67675,0.04517,0.04517,0.29902,1,1,0.0168,0.04517,889.53478,0.00742,1,889.53478,3.48314151264608e-10,0.02422
ENSSHAG00000007583,-4584.643793,53.22175,0.89872,0.01656,0.01656,0,1,1,0.10128,0.01656,62.74532,0,1,62.74532,6.88521807021074e-16,0.10128
ENSSHAG00000007585,-1674.408584,14.68525,0.88228,0.01432,0.01432,0,1,1,0.11772,0.01432,390.9082,0,1,390.9082,8.08430717966262e-13,0.11772
ENSSHAG00000007593,-2136.841775,2.02127,0.67428,0,0,0.27803,1,1,0.03377,0,104.42086,0.01392,1,104.42086,7.32718223580813e-06,0.04769
ENSSHAG00000007606,-1874.307352,16.14201,0.9523,0.11272,0.11272,0,1,1,0.0477,0.11272,285.80417,0,1,285.80417,0.0079618872393229,0.0477
ENSSHAG00000007664,-3346.743406,20.40853,0.83395,0.00468,0.00468,0.0845,1,1,0.07405,0.00468,352.50269,0.0075,1,352.50269,4.18209202068772e-11,0.08155
ENSSHAG00000007667,-1353.917094,0.59184,0.98475,0.1184,0.1184,0,1,1,0.01525,0.1184,71.38508,0,1,71.38508,0.000953341413756029,0.01525
ENSSHAG00000007671,-4089.991754,8.63086,0.77641,0.03352,0.03352,0.18948,1,1,0.02742,0.03352,525.66999,0.00669,1,525.66999,1.53140753482433e-06,0.03411
ENSSHAG00000007683,-7695.339984,12.85895,0.55131,0.13092,0.13092,0.39496,1,1,0.0313,0.13092,47.42708,0.02242,1,47.42708,0.00553454334397478,0.05372
ENSSHAG00000007693,-2914.725385,31.72263,0.9258,0.03453,0.03453,0.0328,1,1,0.03998,0.03453,337.34266,0.00142,1,337.34266,2.47941951844671e-06,0.0414
ENSSHAG00000007698,-4274.203545,49.83924,0.85208,0.01023,0.01023,0.10427,1,1,0.03889,0.01023,976.16037,0.00476,1,976.16037,6.5011961482817e-05,0.04365
ENSSHAG00000007714,-3575.935977,1.81119,0.94224,0.09088,0.09088,0,1,1,0.05776,0.09088,253.1002,0,1,253.1002,8.24991126454027e-19,0.05776
ENSSHAG00000007721,-3012.117887,37.81786,0.99698,0.03948,0.03948,0,1,1,0.00302,0.03948,999,0,1,999,0.00320239940718295,0.00302
ENSSHAG00000007724,-7605.844831,68.02793,0.72342,0.02302,0.02302,0.04189,1,1,0.22184,0.02302,113.16594,0.01285,1,113.16594,8.5358339733673e-47,0.23469
ENSSHAG00000007728,-2524.681777,1.9582,0.7529,0.04951,0.04951,0.15468,1,1,0.07667,0.04951,25.96755,0.01575,1,25.96755,1.17833464796876e-05,0.09242
ENSSHAG00000007729,-2631.552493,21.98664,0.91779,0.08579,0.08579,0,1,1,0.08221,0.08579,13.58065,0,1,13.58065,0.000391740299864864,0.08221
ENSSHAG00000007736,-2997.074471,6.16516,0.85544,0.02887,0.02887,0.1253,1,1,0.0168,0.02887,408.93739,0.00246,1,408.93739,0.0184115558804445,0.01926
ENSSHAG00000007749,-2918.374015,11.86457,0.93181,0.07474,0.07474,0,1,1,0.06819,0.07474,999,0,1,999,9.43573153756232e-15,0.06819
ENSSHAG00000007751,-4822.542045,24.5839,0.80064,0.04968,0.04968,0.07711,1,1,0.11152,0.04968,109.34367,0.01074,1,109.34367,7.66847496724525e-15,0.12226
ENSSHAG00000007755,-4318.691525,52.25759,0.90393,0.0167,0.0167,0.08482,1,1,0.01028,0.0167,684.26041,0.00096,1,684.26041,2.66351110648242e-05,0.01124
ENSSHAG00000007760,-1487.029043,18.32695,0.66397,0.01827,0.01827,0.24795,1,1,0.06413,0.01827,387.80926,0.02395,1,387.80926,0.00011948154250522,0.08808
ENSSHAG00000007766,-3502.9746,5.58592,0.94052,0,0,0.03608,1,1,0.02253,0,999,0.00086,1,999,2.40491738254841e-05,0.02339
ENSSHAG00000007772,-2090.924703,32.33143,0.88936,0.05657,0.05657,0.04458,1,1,0.0629,0.05657,518.76372,0.00315,1,518.76372,2.71036905739912e-09,0.06605
ENSSHAG00000007792,-2919.015104,53.1385,0.98463,0.01918,0.01918,0,1,1,0.01537,0.01918,457.4188,0,1,457.4188,1.12875148274491e-05,0.01537
ENSSHAG00000007795,-4146.870191,4.6654,0.97495,0.16565,0.16565,0,1,1,0.02505,0.16565,999,0,1,999,7.59240958099849e-12,0.02505
ENSSHAG00000007797,-2553.590923,45.46169,0.61781,0,0,0.19411,1,1,0.14311,0,475.47775,0.04496,1,475.47775,7.75372600147841e-10,0.18807
ENSSHAG00000007801,-9022.696712,80.07715,0.63306,0.02521,0.02521,0.01833,1,1,0.3388,0.02521,275.96087,0.00981,1,275.96087,6.48950028793011e-31,0.34861
ENSSHAG00000007814,-5662.058283,17.636,0.60428,0.02266,0.02266,0.33314,1,1,0.04034,0.02266,999,0.02224,1,999,2.73670237856607e-16,0.06258
ENSSHAG00000007819,-8451.056858,39.13708,0.42814,0.07938,0.07938,0.50029,1,1,0.03301,0.07938,208.56246,0.03857,1,208.56246,2.75641978416324e-08,0.07158
ENSSHAG00000007828,-4084.170271,45.43851,0.97654,0.02998,0.02998,0,1,1,0.02346,0.02998,32.07833,0,1,32.07833,0.00139354349517789,0.02346
ENSSHAG00000007834,-6473.826553,59.03102,0.48343,0.03023,0.03023,0.47847,1,1,0.01915,0.03023,750.89825,0.01895,1,750.89825,5.23080948584457e-05,0.0381
ENSSHAG00000007840,-6580.691473,3.84061,0.67819,0.05317,0.05317,0.28411,1,1,0.02657,0.05317,29.13073,0.01113,1,29.13073,0.0052585256908635,0.0377
ENSSHAG00000007869,-7043.384105,4.06638,0.92572,0.06385,0.06385,0.06344,1,1,0.01015,0.06385,882.34644,7e-04,1,882.34644,0.00110942689298558,0.01085
ENSSHAG00000007883,-13549.808699,54.89414,0.85501,0.06386,0.06386,0,1,1,0.14499,0.06386,998.99995,0,1,998.99995,2.58045695486975e-117,0.14499
ENSSHAG00000007895,-6346.616168,54.75862,0.86578,0.01685,0.01685,0.10442,1,1,0.02659,0.01685,999,0.00321,1,999,3.18427195729221e-20,0.0298
ENSSHAG00000007903,-4417.017,54.6604,0.90348,0.02658,0.02658,0.00354,1,1,0.09261,0.02658,65.54683,0.00036,1,65.54683,7.1498674088357e-16,0.09297
ENSSHAG00000007915,-7954.959978,5.09375,0.87212,0.03708,0.03708,0.1163,1,1,0.01022,0.03708,998.99886,0.00136,1,998.99886,1.03551939361603e-09,0.01158
ENSSHAG00000007916,-7941.321167,23.27282,0.74488,0.05095,0.05095,0.07512,1,1,0.1635,0.05095,84.19746,0.01649,1,84.19746,1.16163970094762e-40,0.17999
ENSSHAG00000007918,-6527.687641,18.81242,0.86732,0.06698,0.06698,0.03517,1,1,0.09371,0.06698,88.3278,0.0038,1,88.3278,1.073408256817e-25,0.09751
ENSSHAG00000007937,-7295.894243,59.88132,0.95483,0.01207,0.01207,0,1,1,0.04517,0.01207,637.76818,0,1,637.76818,2.41934576773447e-22,0.04517
ENSSHAG00000007956,-4088.613231,9.94034,0.90589,0,0,0.04494,1,1,0.04684,0,647.48518,0.00232,1,647.48518,9.95988971109851e-17,0.04916
ENSSHAG00000007963,-3615.622905,1.24002,0.70331,0.12609,0.12609,0.24775,1,1,0.03619,0.12609,29.65048,0.01275,1,29.65048,2.42102828177352e-09,0.04894
ENSSHAG00000007964,-3865.103397,64.60849,0.87548,0.01749,0.01749,0.08055,1,1,0.04027,0.01749,999,0.0037,1,999,6.77163020507038e-15,0.04397
ENSSHAG00000007967,-4591.865654,15.99483,0.73142,0.09393,0.09393,0.23079,1,1,0.02872,0.09393,999,0.00906,1,999,1.12100177746695e-06,0.03778
ENSSHAG00000007970,-2292.464661,19.40353,0.74313,0,0,0.12926,1,1,0.1087,0,572.24569,0.01891,1,572.24569,3.95479967379805e-14,0.12761
ENSSHAG00000008001,-3524.726195,57.64474,0.90563,0.0184,0.0184,0.07066,1,1,0.02199,0.0184,998.99864,0.00172,1,998.99864,0.00053031726690274,0.02371
ENSSHAG00000008002,-3165.905069,0.99107,0.96379,0.03717,0.03717,0.02861,1,1,0.00738,0.03717,31.12661,0.00022,1,31.12661,0.0107983811187327,0.0076
ENSSHAG00000008009,-2747.889053,13.12494,0.77322,0.00312,0.00312,0.19526,1,1,0.02516,0.00312,998.9839,0.00635,1,998.9839,0.00543327017344361,0.03151
ENSSHAG00000008012,-18192.726812,37.87666,0.58591,0.13474,0.13474,0.27856,1,1,0.09186,0.13474,999,0.04367,1,999,1.3506895682331e-21,0.13553
ENSSHAG00000008027,-4223.830685,34.96163,0.97465,0.03189,0.03189,0,1,1,0.02535,0.03189,769.01338,0,1,769.01338,2.80168855446412e-06,0.02535
ENSSHAG00000008030,-5863.333903,0.45638,0.97894,0.03021,0.03021,0.01799,1,1,0.00302,0.03021,125.43762,6e-05,1,125.43762,0.00326215828532657,0.00308
ENSSHAG00000008036,-6841.427455,11.40527,0.47881,0.14009,0.14009,0.49584,1,1,0.01245,0.14009,26.76206,0.0129,1,26.76206,0.0153680548928828,0.02535
ENSSHAG00000008046,-6907.179222,29.23632,0.21878,0.02168,0.02168,0.22599,1,1,0.27312,0.02168,94.74702,0.28212,1,94.74702,1.69865774544641e-28,0.55524
ENSSHAG00000008048,-5214.285725,0.96839,0.62765,0.0149,0.0149,0.34721,1,1,0.01619,0.0149,20.93131,0.00895,1,20.93131,0.000459746895783511,0.02514
ENSSHAG00000008055,-5081.004555,1.31478,0.55203,0,0,0.41788,1,1,0.01713,0,42.68419,0.01297,1,42.68419,1.40862456137802e-05,0.0301
ENSSHAG00000008064,-5462.326768,8.87329,0.81334,0.14594,0.14594,0.16622,1,1,0.01697,0.14594,62.81642,0.00347,1,62.81642,2.99072545441204e-06,0.02044
ENSSHAG00000008073,-6490.176047,57.13284,0.82645,0.01998,0.01998,0.14194,1,1,0.02698,0.01998,594.85871,0.00463,1,594.85871,9.9156365971486e-08,0.03161
ENSSHAG00000008101,-6590.217895,18.62069,0.48381,0.07048,0.07048,0.4088,1,1,0.05821,0.07048,398.73117,0.04919,1,398.73117,1.12502090261351e-16,0.1074
ENSSHAG00000008105,-3261.774754,1.99325,0.51436,0.01645,0.01645,0.44984,1,1,0.0191,0.01645,152.96169,0.0167,1,152.96169,1.47771777061853e-05,0.0358
ENSSHAG00000008110,-3657.571948,31.95663,0.90677,0.0488,0.0488,0.07628,1,1,0.01564,0.0488,143.11872,0.00132,1,143.11872,0.00366993497687449,0.01696
ENSSHAG00000008113,-6781.461146,51.35925,0.94504,0.01687,0.01687,0.0016,1,1,0.05327,0.01687,36.3284,9e-05,1,36.3284,9.33330326329437e-16,0.05336
ENSSHAG00000008142,-2702.036714,46.11475,0.8401,0.02128,0.02128,0.13138,1,1,0.02467,0.02128,11.29239,0.00386,1,11.29239,0.0321103955172814,0.02853
ENSSHAG00000008148,-2725.391037,8.72284,0.96872,0.01677,0.01677,0,1,1,0.03128,0.01677,809.61994,0,1,809.61994,9.929061710807e-08,0.03128
ENSSHAG00000008149,-3598.227456,12.61323,0.90229,0.03276,0.03276,0.03574,1,1,0.0596,0.03276,347.68543,0.00236,1,347.68543,3.26636438695402e-11,0.06196
ENSSHAG00000008166,-5251.288686,6.12191,0.8055,0.05246,0.05246,0.1714,1,1,0.01904,0.05246,266.25232,0.00405,1,266.25232,0.0163839139461151,0.02309
ENSSHAG00000008170,-3209.507038,31.86553,0.98117,0.03791,0.03791,0,1,1,0.01883,0.03791,82.38946,0,1,82.38946,0.000384517201203075,0.01883
ENSSHAG00000008182,-7974.279486,33.80067,0.73847,0.0479,0.0479,0.21015,1,1,0.04,0.0479,470.79232,0.01138,1,470.79232,6.83251503610078e-22,0.05138
ENSSHAG00000008187,-3955.540142,43.30223,0.74208,0.0574,0.0574,0.16743,1,1,0.07383,0.0574,971.22871,0.01666,1,971.22871,8.26252756641323e-11,0.09049
ENSSHAG00000008197,-1420.978989,13.40164,0.8935,0.18489,0.18489,0,1,1,0.1065,0.18489,50.53942,0,1,50.53942,6.59070510645437e-08,0.1065
ENSSHAG00000008227,-20746.104592,6.02052,0.69976,0.07792,0.07792,0.1769,1,1,0.09845,0.07792,79.04095,0.02489,1,79.04095,1.72466020265891e-96,0.12334
ENSSHAG00000008231,-13925.716607,1.2573,0.8805,0.04037,0.04037,0.10995,1,1,0.00849,0.04037,116.40801,0.00106,1,116.40801,1.29251838464385e-06,0.00955
ENSSHAG00000008236,-3593.295695,43.64819,0.64387,0.05145,0.05145,0.27866,1,1,0.05407,0.05145,813.00089,0.0234,1,813.00089,2.21172148867615e-14,0.07747
ENSSHAG00000008249,-5124.340045,59.19928,0.81427,0.03007,0.03007,0.14392,1,1,0.03553,0.03007,958.45572,0.00628,1,958.45572,2.57471506236737e-05,0.04181
ENSSHAG00000008256,-29958.203436,16.47965,0.47203,0.07389,0.07389,0.49905,1,1,0.01406,0.07389,340.84777,0.01486,1,340.84777,8.80298147688159e-09,0.02892
ENSSHAG00000008259,-4106.105344,37.40789,0.74813,0.17524,0.17524,0.12132,1,1,0.11234,0.17524,999,0.01822,1,999,4.99791742488701e-28,0.13056
ENSSHAG00000008262,-6808.929874,15.63662,0.77006,0.0781,0.0781,0.1689,1,1,0.05006,0.0781,121.19415,0.01098,1,121.19415,5.1589192744563e-06,0.06104
ENSSHAG00000008265,-24246.590517,31.41239,0.9861,0.01806,0.01806,0.00788,1,1,0.00597,0.01806,627.25911,5e-05,1,627.25911,6.87555176311227e-22,0.00602
ENSSHAG00000008268,-3322.821507,30.53642,0.7552,0.07614,0.07614,0.19201,1,1,0.04209,0.07614,948.96578,0.0107,1,948.96578,1.30516994136865e-06,0.05279
ENSSHAG00000008281,-8539.853773,12.29927,0.81283,0.07659,0.07659,0.16439,1,1,0.01895,0.07659,998.98851,0.00383,1,998.98851,5.9456953098317e-11,0.02278
ENSSHAG00000008282,-1537.882131,0.34285,0.98525,0,0,0,1,1,0.01475,0,153.3778,0,1,153.3778,1.02384682158471e-09,0.01475
ENSSHAG00000008283,-3362.498053,52.10133,0.98031,0.02044,0.02044,0.00922,1,1,0.01038,0.02044,999,1e-04,1,999,0.0134352093538059,0.01048
ENSSHAG00000008289,-900.72541,28.31256,0.51515,0.05836,0.05836,0.36005,1,1,0.07346,0.05836,999,0.05134,1,999,6.31624284602385e-08,0.1248
ENSSHAG00000008292,-5295.960616,23.20586,0.70947,0.03254,0.03254,0.2056,1,1,0.06585,0.03254,676.85305,0.01908,1,676.85305,5.12997970434304e-18,0.08493
ENSSHAG00000008311,-3929.774651,25.95375,0.95172,0.03852,0.03852,0.02079,1,1,0.0269,0.03852,55.7884,0.00059,1,55.7884,8.93492487187997e-06,0.02749
ENSSHAG00000008314,-5925.749511,3.53214,0.79367,0.01664,0.01664,0.18798,1,1,0.01483,0.01664,745.274,0.00351,1,745.274,1.09417303721478e-09,0.01834
ENSSHAG00000008317,-14414.882802,50.43518,0.92948,0.01618,0.01618,0.04245,1,1,0.02684,0.01618,15.43952,0.00123,1,15.43952,0.0109234082046883,0.02807
ENSSHAG00000008319,-3270.956156,5.40599,0.79336,0.14804,0.14804,0.16746,1,1,0.03235,0.14804,314.18604,0.00683,1,314.18604,5.36271447498439e-06,0.03918
ENSSHAG00000008321,-1193.911592,24.12575,0.88729,0.00998,0.00998,0,1,1,0.11271,0.00998,845.70768,0,1,845.70768,8.10325829563235e-12,0.11271
ENSSHAG00000008328,-13895.206806,3.72512,0.6198,0.04085,0.04085,0.36992,1,1,0.00644,0.04085,998.99939,0.00384,1,998.99939,0.00234454861355576,0.01028
ENSSHAG00000008334,-2376.991606,0.79727,0.55706,0,0,0.43107,1,1,0.00669,0,49.14768,0.00518,1,49.14768,0.0303063842216475,0.01187
ENSSHAG00000008346,-8166.676512,37.74441,0.82831,0.0531,0.0531,0.05805,1,1,0.1062,0.0531,494.75393,0.00744,1,494.75393,5.12128846030606e-45,0.11364
ENSSHAG00000008396,-6299.418204,50.77685,0.99443,0.01738,0.01738,0.0025,1,1,0.00307,0.01738,650.53409,1e-05,1,650.53409,0.000687774129579283,0.00308
ENSSHAG00000008399,-4408.435824,68.02581,0.70953,0.02958,0.02958,0.21967,1,1,0.05406,0.02958,998.99172,0.01674,1,998.99172,7.09098680353849e-11,0.0708
ENSSHAG00000008403,-9295.746829,25.60199,0.91108,0.04422,0.04422,0,1,1,0.08892,0.04422,894.28786,0,1,894.28786,1.35962381862064e-59,0.08892
ENSSHAG00000008409,-15417.567031,13.62057,0.83548,0.06398,0.06398,0.11622,1,1,0.0424,0.06398,255.26027,0.0059,1,255.26027,1.21377745693435e-14,0.0483
ENSSHAG00000008416,-1955.233321,51.77613,0.64414,0.03412,0.03412,0.30045,1,1,0.03779,0.03412,70.89732,0.01762,1,70.89732,0.000793398575614441,0.05541
ENSSHAG00000008421,-6145.135485,5.09146,0.83906,0,0,0.14479,1,1,0.01378,0,999,0.00238,1,999,4.06456103940852e-05,0.01616
ENSSHAG00000008424,-2782.39959,57.04401,0.82792,0.03,0.03,0.0862,1,1,0.07779,0.03,999,0.0081,1,999,2.2155974487626e-13,0.08589
ENSSHAG00000008425,-1520.43979,21.64099,0.88877,0.09699,0.09699,0,1,1,0.11123,0.09699,999,0,1,999,1.97336941046258e-14,0.11123
ENSSHAG00000008440,-2039.501156,1.89786,0.38329,0,0,0.53394,1,1,0.03459,0,9.74338,0.04818,1,9.74338,0.0249105531684363,0.08277
