gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000016695	2	kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]	1	1
ENSSHAG00000016126	2	BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	1	1
ENSSHAG00000015802	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WT59]	1	1
ENSSHAG00000004177	2	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]	1	1
ENSSHAG00000004176	2	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	1	1
ENSSHAG00000015807	2	transducin (beta)-like 2 [Source:HGNC Symbol;Acc:HGNC:11586]	1	1
ENSSHAG00000015806	2	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]	1	1
ENSSHAG00000004173	1	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]	0	1
ENSSHAG00000015804	1	B-cell CLL/lymphoma 11A (zinc finger protein) [Source:HGNC Symbol;Acc:HGNC:13221]	0	1
ENSSHAG00000004179	2	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	1	1
ENSSHAG00000004178	2	ankyrin repeat and BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]	1	1
ENSSHAG00000011313	2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:HGNC Symbol;Acc:HGNC:17733]	1	1
ENSSHAG00000011317	2	F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587]	1	1
ENSSHAG00000011316	2		1	1
ENSSHAG00000011314	2	transmembrane 9 superfamily protein member 4 [Source:HGNC Symbol;Acc:HGNC:30797]	1	1
ENSSHAG00000011319	2	dual specificity phosphatase 13 [Source:HGNC Symbol;Acc:HGNC:19681]	1	1
ENSSHAG00000011318	2	transmembrane protein 173 [Source:HGNC Symbol;Acc:HGNC:27962]	1	1
ENSSHAG00000008963	1	superkiller viralicidic activity 2-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:10898]	0	1
ENSSHAG00000016345	2	CD207 molecule, langerin [Source:HGNC Symbol;Acc:HGNC:17935]	1	1
ENSSHAG00000016344	2	solute carrier family 22 (organic cation transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10966]	1	1
ENSSHAG00000016347	2	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]	1	1
ENSSHAG00000016346	2	T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]	1	1
ENSSHAG00000016341	2	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	1	1
ENSSHAG00000008960	2	ankyrin-repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766]	1	1
ENSSHAG00000016343	2		1	1
ENSSHAG00000016342	2	solute carrier family 35, member A4 [Source:HGNC Symbol;Acc:HGNC:20753]	1	1
ENSSHAG00000007288	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZ05]	1	1
ENSSHAG00000006316	2	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]	1	1
ENSSHAG00000005488	2	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	1	1
ENSSHAG00000005489	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VSZ7]	1	1
ENSSHAG00000006829	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXG4]	0	1
ENSSHAG00000006828	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXG3]	1	1
ENSSHAG00000006825	2	neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]	1	1
ENSSHAG00000006824	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXF8]	1	1
ENSSHAG00000006827	2	matrix-remodelling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	1	1
ENSSHAG00000006826	2	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:HGNC Symbol;Acc:HGNC:57]	1	1
ENSSHAG00000006821	2	general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:HGNC:4664]	1	1
ENSSHAG00000006820	2	ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]	1	1
ENSSHAG00000006823	2	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]	1	1
ENSSHAG00000018699	2	KIAA1324-like [Source:HGNC Symbol;Acc:HGNC:21945]	1	1
ENSSHAG00000018695	2	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]	1	1
ENSSHAG00000018697	1	Hyaluronidase  [Source:UniProtKB/TrEMBL;Acc:G3X336]	0	1
ENSSHAG00000018696	2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 [Source:HGNC Symbol;Acc:HGNC:11073]	1	1
ENSSHAG00000018690	1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	0	1
ENSSHAG00000018692	1	Hyaluronidase  [Source:UniProtKB/TrEMBL;Acc:G3X331]	0	1
ENSSHAG00000004792	2	phospholipase C, beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:HGNC:9056]	1	1
ENSSHAG00000004795	2	WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]	1	1
ENSSHAG00000004794	2	lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]	1	1
ENSSHAG00000004796	1	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]	0	1
ENSSHAG00000012460	2	chromosome X open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:28546]	1	1
ENSSHAG00000012461	1	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]	0	1
ENSSHAG00000012462	2	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]	1	1
ENSSHAG00000012463	2	follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]	1	1
ENSSHAG00000012464	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WGP5]	0	1
ENSSHAG00000012466	2	protein tyrosine kinase 7 [Source:HGNC Symbol;Acc:HGNC:9618]	1	1
ENSSHAG00000012468	2	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	1	1
ENSSHAG00000005558	1	immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:HGNC:5522]	0	1
ENSSHAG00000005228	1	5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5291]	0	1
ENSSHAG00000008309	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2E8]	1	1
ENSSHAG00000008870	2	pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226]	1	1
ENSSHAG00000005223	2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta [Source:HGNC Symbol;Acc:HGNC:12854]	1	1
ENSSHAG00000005552	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT74]	1	1
ENSSHAG00000008301	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2D8]	1	1
ENSSHAG00000005554	2	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]	1	1
ENSSHAG00000008307	2	metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22180]	1	1
ENSSHAG00000005556	2	acyl-CoA dehydrogenase family, member 10 [Source:HGNC Symbol;Acc:HGNC:21597]	1	1
ENSSHAG00000008305	2	arylsulfatase family, member H [Source:HGNC Symbol;Acc:HGNC:32488]	1	1
ENSSHAG00000014726	1	leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226]	0	1
ENSSHAG00000005518	2	poly (ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605]	1	1
ENSSHAG00000010198	2	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]	1	1
ENSSHAG00000010199	2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	1	1
ENSSHAG00000010191	2	otogelin-like [Source:HGNC Symbol;Acc:HGNC:26901]	1	1
ENSSHAG00000010196	2	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) [Source:HGNC Symbol;Acc:HGNC:30349]	1	1
ENSSHAG00000010197	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W8X8]	1	1
ENSSHAG00000010194	2	regulatory factor X-associated protein [Source:HGNC Symbol;Acc:HGNC:9988]	1	1
ENSSHAG00000018347	2	endoglin [Source:HGNC Symbol;Acc:HGNC:3349]	1	1
ENSSHAG00000018430	2	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 [Source:HGNC Symbol;Acc:HGNC:14409]	1	1
ENSSHAG00000018433	2	coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:HGNC:25244]	1	1
ENSSHAG00000015112	2	zinc finger, AN1-type domain 6 [Source:HGNC Symbol;Acc:HGNC:30164]	1	1
ENSSHAG00000015115	2	WNT1 inducible signaling pathway protein 1 [Source:HGNC Symbol;Acc:HGNC:12769]	1	1
ENSSHAG00000018434	2	coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:HGNC:25591]	1	1
ENSSHAG00000015117	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQV1]	1	1
ENSSHAG00000015116	2	alpha-fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]	1	1
ENSSHAG00000015119	2	Glutathione S-transferase  [Source:UniProtKB/TrEMBL;Acc:G3WQV3]	1	1
ENSSHAG00000015118	2	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	1	1
ENSSHAG00000018348	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1W1]	0	1
ENSSHAG00000016310	1	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	0	1
ENSSHAG00000013763	1	synaptotagmin XVI [Source:HGNC Symbol;Acc:HGNC:23142]	0	1
ENSSHAG00000002029	2	mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]	1	1
ENSSHAG00000002792	2	histone cluster 2, H2be [Source:HGNC Symbol;Acc:HGNC:4760]	1	1
ENSSHAG00000002023	2	heat shock 27kDa protein family, member 7 (cardiovascular) [Source:HGNC Symbol;Acc:HGNC:5249]	1	1
ENSSHAG00000016315	2	amyloid beta (A4) precursor protein-binding, family B, member 3 [Source:HGNC Symbol;Acc:HGNC:20708]	1	1
ENSSHAG00000002025	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VGH4]	1	1
ENSSHAG00000002795	2	kin of IRRE like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23204]	1	1
ENSSHAG00000002026	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VGH5]	1	1
ENSSHAG00000010996	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WBP7]	1	1
ENSSHAG00000003672	2	IZUMO family member 2 [Source:HGNC Symbol;Acc:HGNC:28518]	1	1
ENSSHAG00000000417	2	anterior gradient 3 [Source:HGNC Symbol;Acc:HGNC:24167]	1	1
ENSSHAG00000003265	1	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	0	1
ENSSHAG00000003266	2	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]	1	1
ENSSHAG00000010998	1	calmin (calponin-like, transmembrane) [Source:HGNC Symbol;Acc:HGNC:19972]	0	1
ENSSHAG00000003262	2	Y box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]	1	1
ENSSHAG00000018826	2	transmembrane protein 180 [Source:HGNC Symbol;Acc:HGNC:26196]	1	1
ENSSHAG00000014448	2	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]	1	1
ENSSHAG00000014449	2	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:7788]	1	1
ENSSHAG00000014444	2	salt-inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]	1	1
ENSSHAG00000014445	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNI5]	1	1
ENSSHAG00000014446	2	receptor (TNFRSF)-interacting serine-threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]	1	1
ENSSHAG00000011967	2	BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]	1	1
ENSSHAG00000014192	2	CoA synthase [Source:HGNC Symbol;Acc:HGNC:29932]	1	1
ENSSHAG00000014193	2	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	1	1
ENSSHAG00000011962	2	mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]	1	1
ENSSHAG00000011963	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEY1]	1	1
ENSSHAG00000015505	2	intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669]	1	1
ENSSHAG00000015502	2	F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600]	1	1
ENSSHAG00000014855	1	protein tyrosine phosphatase, receptor type, O [Source:HGNC Symbol;Acc:HGNC:9678]	0	1
ENSSHAG00000014853	2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [Source:HGNC Symbol;Acc:HGNC:6292]	1	1
ENSSHAG00000004120	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VND8]	1	1
ENSSHAG00000014852	2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) [Source:HGNC Symbol;Acc:HGNC:9802]	1	1
ENSSHAG00000004121	1	chromosome 10 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:23519]	0	1
ENSSHAG00000017638	2	testis and ovary specific PAZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24746]	1	1
ENSSHAG00000014506	2	chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025]	1	1
ENSSHAG00000014220	2	Ras-related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	1	1
ENSSHAG00000014221	2	diaphanous-related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	1	1
ENSSHAG00000014994	2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]	1	1
ENSSHAG00000014995	1	Era-like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	0	1
ENSSHAG00000014224	2	hydroxysteroid (17-beta) dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210]	1	1
ENSSHAG00000014993	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQF6]	1	1
ENSSHAG00000014226	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMR6]	0	1
ENSSHAG00000014991	2	secretion associated, Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]	1	1
ENSSHAG00000014228	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMR8]	1	1
ENSSHAG00000014229	1	extracellular leucine-rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154]	0	1
ENSSHAG00000014998	2	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]	1	1
ENSSHAG00000014999	2	G patch domain containing 2-like [Source:HGNC Symbol;Acc:HGNC:20210]	1	1
ENSSHAG00000016598	2	chitinase 3-like 1 (cartilage glycoprotein-39) [Source:HGNC Symbol;Acc:HGNC:1932]	1	1
ENSSHAG00000000798	2	SET domain containing (lysine methyltransferase) 7 [Source:HGNC Symbol;Acc:HGNC:30412]	1	1
ENSSHAG00000016591	2	stomatin (EPB72)-like 2 [Source:HGNC Symbol;Acc:HGNC:14559]	1	1
ENSSHAG00000016592	2	polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127]	1	1
ENSSHAG00000000791	2		1	1
ENSSHAG00000017633	2	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]	1	1
ENSSHAG00000006560	2	R3H domain containing-like [Source:HGNC Symbol;Acc:HGNC:16249]	1	1
ENSSHAG00000006561	2	SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638]	1	1
ENSSHAG00000006562	2	phosphodiesterase 4A, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8780]	1	1
ENSSHAG00000006563	2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]	1	1
ENSSHAG00000006565	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWJ9]	1	1
ENSSHAG00000003046	2	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha [Source:HGNC Symbol;Acc:HGNC:7797]	1	1
ENSSHAG00000006567	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWK1]	1	1
ENSSHAG00000003048	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJW4]	1	1
ENSSHAG00000006569	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWK3]	1	1
ENSSHAG00000000899	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VCV0]	0	1
ENSSHAG00000008098	2	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:HGNC:8822]	1	1
ENSSHAG00000008099	2	olfactory receptor, family 6, subfamily K, member 6 [Source:HGNC Symbol;Acc:HGNC:15033]	1	1
ENSSHAG00000008092	2	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]	1	1
ENSSHAG00000008090	2	ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]	1	1
ENSSHAG00000008097	2	complement component 8, gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:1354]	1	1
ENSSHAG00000007215	2	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	1	1
ENSSHAG00000000242	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VAS3]	1	1
ENSSHAG00000007217	2	chromosome 10 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:25707]	1	1
ENSSHAG00000007216	2	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	1	1
ENSSHAG00000000538	2	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	1	1
ENSSHAG00000017751	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZS8]	1	1
ENSSHAG00000017750	2	heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:HGNC:5261]	1	1
ENSSHAG00000017753	1	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]	0	1
ENSSHAG00000017752	2	formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]	1	1
ENSSHAG00000017755	2	protease, serine, 33 [Source:HGNC Symbol;Acc:HGNC:30405]	1	1
ENSSHAG00000017754	2	integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]	1	1
ENSSHAG00000017757	2	potassium inwardly-rectifying channel, subfamily J, member 11 [Source:HGNC Symbol;Acc:HGNC:6257]	1	1
ENSSHAG00000013839	2	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	1	1
ENSSHAG00000000896	1	pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:HGNC:20757]	0	1
ENSSHAG00000011958	2	ATP/GTP binding protein-like 3 [Source:HGNC Symbol;Acc:HGNC:27981]	1	1
ENSSHAG00000012127	2	mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]	1	1
ENSSHAG00000012126	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFH9]	1	1
ENSSHAG00000012121	2	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	1	1
ENSSHAG00000012120	1	copine V [Source:HGNC Symbol;Acc:HGNC:2318]	0	1
ENSSHAG00000012122	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFH5]	1	1
ENSSHAG00000012129	2	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:HGNC:4910]	1	1
ENSSHAG00000012128	1		0	1
ENSSHAG00000013615	2	forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]	1	1
ENSSHAG00000013613	2	chemokine (C-C motif) ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609]	1	1
ENSSHAG00000013618	2	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C [Source:HGNC Symbol;Acc:HGNC:10740]	1	1
ENSSHAG00000013619	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKN9]	1	1
ENSSHAG00000014408	2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:HGNC Symbol;Acc:HGNC:18681]	1	1
ENSSHAG00000016252	1	lysyl oxidase-like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	0	1
ENSSHAG00000011929	2	leucine-rich repeats and transmembrane domains 2 [Source:HGNC Symbol;Acc:HGNC:32443]	1	1
ENSSHAG00000015322	2	laminin, beta 2 (laminin S) [Source:HGNC Symbol;Acc:HGNC:6487]	1	1
ENSSHAG00000015323	2	protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]	1	1
ENSSHAG00000011439	2	failed axon connections homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:20742]	1	1
ENSSHAG00000018132	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X141]	1	1
ENSSHAG00000012699	2	chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]	1	1
ENSSHAG00000012697	2	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]	1	1
ENSSHAG00000012696	2	replication factor C (activator 1) 3, 38kDa [Source:HGNC Symbol;Acc:HGNC:9971]	1	1
ENSSHAG00000012695	2	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]	1	1
ENSSHAG00000015321	2	dynein, cytoplasmic 2, heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]	1	1
ENSSHAG00000012693	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHH1]	1	1
ENSSHAG00000012692	2	ladybird homeobox 1 [Source:HGNC Symbol;Acc:HGNC:16960]	1	1
ENSSHAG00000016251	1	solute carrier family 32 (GABA vesicular transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	0	1
ENSSHAG00000001116	1		0	1
ENSSHAG00000001117	2	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]	1	1
ENSSHAG00000014400	1	mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]	0	1
ENSSHAG00000011921	1	interferon-induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]	0	1
ENSSHAG00000014402	2	crystallin, beta B1 [Source:HGNC Symbol;Acc:HGNC:2397]	1	1
ENSSHAG00000015478	2	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	1	1
ENSSHAG00000015479	2	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]	1	1
ENSSHAG00000004099	1	pre-B-cell leukemia homeobox interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21199]	0	1
ENSSHAG00000004544	2		1	1
ENSSHAG00000004095	2	tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:HGNC:19297]	1	1
ENSSHAG00000004540	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VPT3]	1	1
ENSSHAG00000004093	2	SUMO1/sentrin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]	1	1
ENSSHAG00000004542	2	PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]	1	1
ENSSHAG00000015475	2	NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]	1	1
ENSSHAG00000011926	2	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	1	1
ENSSHAG00000014407	2	U2 snRNP-associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]	1	1
ENSSHAG00000009327	2	zona pellucida glycoprotein 1 (sperm receptor) [Source:HGNC Symbol;Acc:HGNC:13187]	1	1
ENSSHAG00000009326	1	ADAM metallopeptidase with thrombospondin type 1 motif, 12 [Source:HGNC Symbol;Acc:HGNC:14605]	0	1
ENSSHAG00000009325	2	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	1	1
ENSSHAG00000009324	2	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	1	1
ENSSHAG00000009226	2	FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	1	1
ENSSHAG00000009222	2	growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]	1	1
ENSSHAG00000009223	2	calcyon neuron-specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]	1	1
ENSSHAG00000009220	2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7432]	1	1
ENSSHAG00000009221	2		1	1
ENSSHAG00000015617	2	ankyrin repeat and SOCS box containing 18 [Source:HGNC Symbol;Acc:HGNC:19770]	1	1
ENSSHAG00000015614	2	T-cell acute lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:11557]	1	1
ENSSHAG00000015615	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSJ2]	1	1
ENSSHAG00000015612	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSI9]	1	1
ENSSHAG00000015613	2	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	1	1
ENSSHAG00000004321	2	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:HGNC:10827]	1	1
ENSSHAG00000004894	2	WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]	1	1
ENSSHAG00000004324	2	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]	1	1
ENSSHAG00000011108	2	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	1	1
ENSSHAG00000004328	1	histidine-rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	0	1
ENSSHAG00000011107	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WC27]	1	1
ENSSHAG00000011102	2	GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]	1	1
ENSSHAG00000011101	2	FAD-dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]	1	1
ENSSHAG00000002499	2	protease, serine, 35 [Source:HGNC Symbol;Acc:HGNC:21387]	1	1
ENSSHAG00000010259	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W950]	1	1
