ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000009697	ENSMODG00000002167	ENSMEUG00000009964	Locus_318_Transcript_17/55_Confidence_0.473_Length_4654
ENSSHAG00000009698	ENSMODG00000024017	NA	Locus_28240_Transcript_2/4_Confidence_0.455_Length_3619
ENSSHAG00000009699	ENSMODG00000014917	ENSMEUG00000003501	Locus_2678_Transcript_17/42_Confidence_0.327_Length_7539
ENSSHAG00000009700	ENSMODG00000012608	NA	Locus_52175_Transcript_2/3_Confidence_0.333_Length_1852
ENSSHAG00000009702	ENSMODG00000015980	NA	Locus_4963_Transcript_3/6_Confidence_0.444_Length_5588
ENSSHAG00000009704	ENSMODG00000007747	ENSMEUG00000015176	Locus_13490_Transcript_14/27_Confidence_0.235_Length_2145
ENSSHAG00000009705	ENSMODG00000012916	ENSMEUG00000004173	Locus_6408_Transcript_7/10_Confidence_0.150_Length_2446
ENSSHAG00000009706	ENSMODG00000010960	ENSMEUG00000001342	Locus_19277_Transcript_27/55_Confidence_0.266_Length_4351
ENSSHAG00000009707	ENSMODG00000001103	ENSMEUG00000007022	Locus_14099_Transcript_6/36_Confidence_0.381_Length_5369
ENSSHAG00000009708	ENSMODG00000016619	ENSMEUG00000011013	Locus_653_Transcript_26/47_Confidence_0.307_Length_6071
ENSSHAG00000009709	ENSMODG00000004076	ENSMEUG00000000546	Locus_17889_Transcript_12/15_Confidence_0.385_Length_2564
ENSSHAG00000009710	ENSMODG00000018927	ENSMEUG00000001492	Locus_8349_Transcript_1/19_Confidence_0.250_Length_3688
ENSSHAG00000009711	ENSMODG00000012699	ENSMEUG00000009502	Locus_1192_Transcript_11/25_Confidence_0.268_Length_5259
ENSSHAG00000009712	ENSMODG00000015395	ENSMEUG00000009219	Locus_11033_Transcript_17/21_Confidence_0.471_Length_3605
ENSSHAG00000009713	ENSMODG00000019461	ENSMEUG00000010862	Locus_4947_Transcript_1/15_Confidence_0.261_Length_5050
ENSSHAG00000009714	ENSMODG00000001619	ENSMEUG00000004780	Locus_104_Transcript_26/147_Confidence_0.214_Length_4217
ENSSHAG00000009715	ENSMODG00000000544	ENSMEUG00000001979	Locus_13683_Transcript_17/48_Confidence_0.274_Length_5309
ENSSHAG00000009716	ENSMODG00000000060	ENSMEUG00000006563	Locus_41018_Transcript_4/6_Confidence_0.400_Length_3529
ENSSHAG00000009717	ENSMODG00000013437	ENSMEUG00000009679	Locus_9931_Transcript_26/39_Confidence_0.265_Length_2555
ENSSHAG00000009719	ENSMODG00000018181	ENSMEUG00000016730	Locus_24822_Transcript_18/29_Confidence_0.265_Length_1795
ENSSHAG00000009720	ENSMODG00000013033	ENSMEUG00000003303	Locus_25119_Transcript_22/51_Confidence_0.131_Length_5231
ENSSHAG00000009721	ENSMODG00000000465	ENSMEUG00000006962	Locus_5484_Transcript_11/19_Confidence_0.526_Length_5588
ENSSHAG00000009722	ENSMODG00000003164	ENSMEUG00000008147	Locus_6770_Transcript_3/4_Confidence_0.833_Length_3452
ENSSHAG00000009723	ENSMODG00000010355	ENSMEUG00000010797	Locus_8558_Transcript_26/67_Confidence_0.043_Length_1186
ENSSHAG00000009724	ENSMODG00000007140	ENSMEUG00000007158	Locus_21441_Transcript_1/9_Confidence_0.273_Length_2395
ENSSHAG00000009725	ENSMODG00000001656	ENSMEUG00000008266	Locus_21557_Transcript_1/4_Confidence_0.800_Length_1841
ENSSHAG00000009727	ENSMODG00000002714	ENSMEUG00000013134	Locus_3035_Transcript_12/12_Confidence_0.105_Length_7226
ENSSHAG00000009729	ENSMODG00000002975	ENSMEUG00000015065	Locus_133645_Transcript_1/1_Confidence_0.000_Length_1654
ENSSHAG00000009730	ENSMODG00000009460	NA	Locus_58615_Transcript_12/16_Confidence_0.304_Length_4391
ENSSHAG00000009731	ENSMODG00000007786	ENSMEUG00000011755	Locus_4379_Transcript_1/2_Confidence_0.667_Length_4335
ENSSHAG00000009732	ENSMODG00000001370	ENSMEUG00000002499	Locus_10815_Transcript_7/7_Confidence_0.111_Length_2924
ENSSHAG00000009733	ENSMODG00000012943	ENSMEUG00000014758	Locus_1372_Transcript_3/7_Confidence_0.129_Length_4671
ENSSHAG00000009734	ENSMODG00000010442	ENSMEUG00000008585	Locus_41979_Transcript_7/8_Confidence_0.875_Length_3153
ENSSHAG00000009735	ENSMODG00000009976	ENSMEUG00000016026	Locus_416_Transcript_12/20_Confidence_0.444_Length_2297
ENSSHAG00000009737	ENSMODG00000018364	NA	Locus_31759_Transcript_2/2_Confidence_0.091_Length_834
ENSSHAG00000009738	ENSMODG00000001734	ENSMEUG00000010806	Locus_660_Transcript_10/22_Confidence_0.235_Length_2921
ENSSHAG00000009739	ENSMODG00000017272	ENSMEUG00000000432	Locus_66301_Transcript_1/4_Confidence_0.409_Length_1836
ENSSHAG00000009741	ENSMODG00000017390	ENSMEUG00000010242	Locus_12055_Transcript_4/9_Confidence_0.583_Length_1407
ENSSHAG00000009742	ENSMODG00000015379	NA	Locus_90759_Transcript_1/2_Confidence_0.800_Length_1647
ENSSHAG00000009743	ENSMODG00000020277	ENSMEUG00000002443	Locus_722_Transcript_2/19_Confidence_0.478_Length_2597
ENSSHAG00000009744	ENSMODG00000021352	ENSMEUG00000004061	Locus_2825_Transcript_2/4_Confidence_0.600_Length_3134
ENSSHAG00000009745	ENSMODG00000015837	NA	Locus_133996_Transcript_1/2_Confidence_0.333_Length_2214
ENSSHAG00000009746	ENSMODG00000010578	ENSMEUG00000003001	Locus_6026_Transcript_2/16_Confidence_0.151_Length_5422
ENSSHAG00000009748	NA	ENSMEUG00000005050	Locus_21030_Transcript_1/2_Confidence_0.667_Length_2044
ENSSHAG00000009749	ENSMODG00000006523	ENSMEUG00000005143	Locus_626_Transcript_34/56_Confidence_0.043_Length_1184
ENSSHAG00000009750	ENSMODG00000013914	ENSMEUG00000012266	Locus_21310_Transcript_3/13_Confidence_0.654_Length_4758
ENSSHAG00000009751	ENSMODG00000004268	ENSMEUG00000002856	Locus_790_Transcript_200/231_Confidence_0.036_Length_3552
ENSSHAG00000009752	ENSMODG00000017783	ENSMEUG00000013003	Locus_7149_Transcript_14/32_Confidence_0.250_Length_5871
ENSSHAG00000009753	ENSMODG00000017423	NA	Locus_533_Transcript_2/14_Confidence_0.088_Length_2503
ENSSHAG00000009755	NA	ENSMEUG00000008229	Locus_3486_Transcript_14/15_Confidence_0.639_Length_10300
ENSSHAG00000009756	ENSMODG00000011103	ENSMEUG00000004658	Locus_89620_Transcript_3/9_Confidence_0.571_Length_5195
ENSSHAG00000009757	ENSMODG00000010141	ENSMEUG00000000008	Locus_10765_Transcript_5/11_Confidence_0.842_Length_10531
ENSSHAG00000009758	ENSMODG00000000942	ENSMEUG00000000852	Locus_2662_Transcript_3/13_Confidence_0.316_Length_4050
ENSSHAG00000009759	ENSMODG00000013460	ENSMEUG00000016237	NA
ENSSHAG00000009760	ENSMODG00000004570	ENSMEUG00000004335	Locus_10672_Transcript_67/99_Confidence_0.400_Length_5847
ENSSHAG00000009761	ENSMODG00000019465	ENSMEUG00000001362	Locus_12615_Transcript_10/13_Confidence_0.444_Length_2167
ENSSHAG00000009762	ENSMODG00000001627	ENSMEUG00000004795	Locus_104_Transcript_42/147_Confidence_0.079_Length_846
ENSSHAG00000009763	ENSMODG00000013280	ENSMEUG00000015463	Locus_6308_Transcript_2/17_Confidence_0.412_Length_3131
ENSSHAG00000009765	ENSMODG00000001978	ENSMEUG00000012477	Locus_5898_Transcript_26/37_Confidence_0.360_Length_11324
ENSSHAG00000009767	ENSMODG00000019049	ENSMEUG00000001558	Locus_1607_Transcript_18/26_Confidence_0.308_Length_1816
ENSSHAG00000009768	ENSMODG00000013378	ENSMEUG00000015471	Locus_1341_Transcript_10/18_Confidence_0.289_Length_4599
ENSSHAG00000009770	ENSMODG00000025434	NA	Locus_5077_Transcript_4/5_Confidence_0.143_Length_5466
ENSSHAG00000009771	ENSMODG00000012005	NA	Locus_83455_Transcript_1/1_Confidence_0.000_Length_384
ENSSHAG00000009772	ENSMODG00000019478	ENSMEUG00000000911	NA
ENSSHAG00000009773	ENSMODG00000013299	NA	Locus_140218_Transcript_1/3_Confidence_0.600_Length_1902
ENSSHAG00000009774	ENSMODG00000000471	ENSMEUG00000009598	Locus_17688_Transcript_3/10_Confidence_0.778_Length_4460
ENSSHAG00000009775	ENSMODG00000017907	ENSMEUG00000013841	Locus_21544_Transcript_2/13_Confidence_0.429_Length_2645
ENSSHAG00000009776	ENSMODG00000005636	ENSMEUG00000001871	Locus_16505_Transcript_15/21_Confidence_0.207_Length_2285
ENSSHAG00000009777	ENSMODG00000010996	ENSMEUG00000014399	Locus_24021_Transcript_4/7_Confidence_0.848_Length_4374
ENSSHAG00000009778	ENSMODG00000017387	ENSMEUG00000010249	Locus_5416_Transcript_4/11_Confidence_0.118_Length_703
ENSSHAG00000009779	ENSMODG00000006514	ENSMEUG00000009315	Locus_3214_Transcript_21/37_Confidence_0.426_Length_4493
ENSSHAG00000009780	ENSMODG00000016830	ENSMEUG00000006835	Locus_4832_Transcript_12/67_Confidence_0.049_Length_4936
ENSSHAG00000009781	ENSMODG00000006842	ENSMEUG00000014857	Locus_40462_Transcript_4/16_Confidence_0.000_Length_1376
ENSSHAG00000009783	ENSMODG00000003612	ENSMEUG00000000523	Locus_5260_Transcript_4/9_Confidence_0.556_Length_1850
ENSSHAG00000009784	ENSMODG00000011116	ENSMEUG00000010161	Locus_9294_Transcript_24/34_Confidence_0.361_Length_7202
ENSSHAG00000009786	ENSMODG00000013750	ENSMEUG00000011134	Locus_41_Transcript_41/44_Confidence_0.038_Length_3266
ENSSHAG00000009787	ENSMODG00000029738	NA	Locus_133655_Transcript_12/17_Confidence_0.250_Length_9241
ENSSHAG00000009789	ENSMODG00000018516	ENSMEUG00000000256	Locus_23464_Transcript_6/13_Confidence_0.500_Length_6741
ENSSHAG00000009790	ENSMODG00000007815	ENSMEUG00000000198	Locus_52465_Transcript_14/18_Confidence_0.154_Length_4872
ENSSHAG00000009791	ENSMODG00000013291	NA	Locus_94573_Transcript_1/1_Confidence_0.000_Length_1896
ENSSHAG00000009792	ENSMODG00000001668	ENSMEUG00000004814	Locus_9638_Transcript_26/33_Confidence_0.614_Length_4500
ENSSHAG00000009793	ENSMODG00000004622	ENSMEUG00000015646	NA
ENSSHAG00000009794	ENSMODG00000003640	ENSMEUG00000010166	NA
ENSSHAG00000009795	ENSMODG00000016287	ENSMEUG00000006425	Locus_2603_Transcript_25/46_Confidence_0.013_Length_8808
ENSSHAG00000009796	ENSMODG00000008407	ENSMEUG00000006161	Locus_27800_Transcript_12/26_Confidence_0.242_Length_6694
ENSSHAG00000009797	ENSMODG00000019005	ENSMEUG00000010541	Locus_13085_Transcript_14/21_Confidence_0.304_Length_2575
ENSSHAG00000009798	ENSMODG00000018314	ENSMEUG00000007426	Locus_41195_Transcript_2/3_Confidence_0.333_Length_2216
ENSSHAG00000009799	ENSMODG00000021112	ENSMEUG00000014625	Locus_17703_Transcript_10/11_Confidence_0.583_Length_5888
ENSSHAG00000009800	ENSMODG00000016183	ENSMEUG00000007892	Locus_54148_Transcript_13/21_Confidence_0.231_Length_777
ENSSHAG00000009801	ENSMODG00000014926	ENSMEUG00000009748	Locus_14224_Transcript_6/9_Confidence_0.545_Length_2008
ENSSHAG00000009802	ENSMODG00000008053	NA	Locus_39332_Transcript_1/5_Confidence_0.667_Length_1987
ENSSHAG00000009803	ENSMODG00000004225	ENSMEUG00000000557	Locus_5303_Transcript_14/32_Confidence_0.500_Length_5919
ENSSHAG00000009804	ENSMODG00000027308	ENSMEUG00000007898	Locus_17654_Transcript_33/49_Confidence_0.316_Length_2970
ENSSHAG00000009805	ENSMODG00000006862	ENSMEUG00000005168	Locus_7317_Transcript_15/15_Confidence_0.105_Length_4287
ENSSHAG00000009806	ENSMODG00000016826	ENSMEUG00000016427	Locus_7924_Transcript_16/28_Confidence_0.581_Length_5287
ENSSHAG00000009807	NA	ENSMEUG00000012542	Locus_16493_Transcript_4/13_Confidence_0.457_Length_7026
ENSSHAG00000009808	ENSMODG00000021200	NA	Locus_7103_Transcript_1/3_Confidence_0.667_Length_2444
ENSSHAG00000009809	ENSMODG00000003882	ENSMEUG00000010873	Locus_10213_Transcript_12/40_Confidence_0.264_Length_5540
ENSSHAG00000009810	ENSMODG00000009859	ENSMEUG00000005875	Locus_32892_Transcript_2/6_Confidence_0.150_Length_3399
ENSSHAG00000009812	ENSMODG00000019403	ENSMEUG00000002662	Locus_4204_Transcript_10/10_Confidence_0.657_Length_7458
ENSSHAG00000009813	ENSMODG00000019273	ENSMEUG00000009293	Locus_63566_Transcript_1/1_Confidence_0.000_Length_4176
ENSSHAG00000009815	ENSMODG00000009911	ENSMEUG00000011775	Locus_14099_Transcript_1/36_Confidence_0.238_Length_4533
ENSSHAG00000009816	ENSMODG00000015187	ENSMEUG00000016117	NA
ENSSHAG00000009817	ENSMODG00000025737	ENSMEUG00000012299	Locus_25865_Transcript_4/9_Confidence_0.091_Length_4737
ENSSHAG00000009818	ENSMODG00000003453	ENSMEUG00000010100	Locus_13924_Transcript_16/25_Confidence_0.182_Length_2730
ENSSHAG00000009819	ENSMODG00000019874	ENSMEUG00000008687	Locus_9396_Transcript_4/13_Confidence_0.250_Length_1667
ENSSHAG00000009820	ENSMODG00000010283	ENSMEUG00000005901	Locus_1271_Transcript_3/10_Confidence_0.636_Length_3341
ENSSHAG00000009821	ENSMODG00000016552	ENSMEUG00000002011	Locus_20294_Transcript_11/21_Confidence_0.054_Length_3298
ENSSHAG00000009822	ENSMODG00000012734	ENSMEUG00000004570	Locus_2569_Transcript_34/59_Confidence_0.074_Length_3626
ENSSHAG00000009823	ENSMODG00000006360	ENSMEUG00000015309	Locus_27858_Transcript_8/8_Confidence_0.000_Length_5044
ENSSHAG00000009824	ENSMODG00000016357	ENSMEUG00000004567	Locus_13628_Transcript_4/12_Confidence_0.619_Length_4612
ENSSHAG00000009825	ENSMODG00000021433	ENSMEUG00000012491	Locus_10582_Transcript_37/74_Confidence_0.090_Length_6140
ENSSHAG00000009826	ENSMODG00000016132	ENSMEUG00000008489	Locus_32746_Transcript_6/11_Confidence_0.919_Length_6991
ENSSHAG00000009827	ENSMODG00000008339	ENSMEUG00000010124	Locus_19600_Transcript_11/17_Confidence_0.600_Length_4032
ENSSHAG00000009829	ENSMODG00000002860	ENSMEUG00000006509	Locus_2051_Transcript_1/4_Confidence_0.500_Length_1574
ENSSHAG00000009830	ENSMODG00000021410	NA	Locus_6833_Transcript_10/27_Confidence_0.167_Length_5296
ENSSHAG00000009831	ENSMODG00000004685	ENSMEUG00000002677	Locus_671_Transcript_36/43_Confidence_0.280_Length_4238
ENSSHAG00000009834	ENSMODG00000014051	ENSMEUG00000001498	NA
ENSSHAG00000009836	ENSMODG00000006146	ENSMEUG00000014044	Locus_10605_Transcript_4/5_Confidence_0.286_Length_1832
ENSSHAG00000009838	ENSMODG00000014046	ENSMEUG00000002338	Locus_123835_Transcript_7/10_Confidence_0.545_Length_1554
ENSSHAG00000009839	ENSMODG00000017371	ENSMEUG00000001073	Locus_8249_Transcript_5/13_Confidence_0.154_Length_4560
ENSSHAG00000009840	ENSMODG00000017269	NA	Locus_22479_Transcript_3/3_Confidence_0.000_Length_1068
ENSSHAG00000009841	ENSMODG00000007968	ENSMEUG00000010577	Locus_7218_Transcript_6/12_Confidence_0.615_Length_4523
ENSSHAG00000009842	ENSMODG00000015712	ENSMEUG00000012016	Locus_265_Transcript_9/12_Confidence_0.474_Length_2351
ENSSHAG00000009843	ENSMODG00000015641	ENSMEUG00000010805	NA
ENSSHAG00000009844	ENSMODG00000017463	ENSMEUG00000003269	Locus_4763_Transcript_7/8_Confidence_0.556_Length_5334
ENSSHAG00000009845	ENSMODG00000016269	ENSMEUG00000005658	Locus_6787_Transcript_10/32_Confidence_0.293_Length_6176
ENSSHAG00000009846	ENSMODG00000028962	ENSMEUG00000003995	Locus_5991_Transcript_10/14_Confidence_0.463_Length_9102
ENSSHAG00000009848	ENSMODG00000002938	ENSMEUG00000004603	Locus_1571_Transcript_18/22_Confidence_0.613_Length_5526
ENSSHAG00000009849	ENSMODG00000010087	ENSMEUG00000008557	Locus_15050_Transcript_8/11_Confidence_0.643_Length_5063
ENSSHAG00000009850	ENSMODG00000012068	ENSMEUG00000009149	Locus_4489_Transcript_2/4_Confidence_0.400_Length_6510
ENSSHAG00000009851	ENSMODG00000029021	ENSMEUG00000013739	Locus_65713_Transcript_1/4_Confidence_0.714_Length_1155
ENSSHAG00000009852	ENSMODG00000005019	ENSMEUG00000001221	Locus_63039_Transcript_5/15_Confidence_0.621_Length_2118
ENSSHAG00000009853	ENSMODG00000016609	NA	Locus_653_Transcript_12/47_Confidence_0.307_Length_3729
ENSSHAG00000009855	ENSMODG00000006452	ENSMEUG00000001985	Locus_81043_Transcript_1/4_Confidence_0.889_Length_1468
ENSSHAG00000009856	ENSMODG00000015463	ENSMEUG00000004380	Locus_24906_Transcript_3/14_Confidence_0.233_Length_2215
ENSSHAG00000009857	ENSMODG00000010575	ENSMEUG00000007947	Locus_26551_Transcript_15/31_Confidence_0.200_Length_1273
ENSSHAG00000009859	ENSMODG00000012366	ENSMEUG00000005534	Locus_103513_Transcript_2/8_Confidence_0.429_Length_4644
ENSSHAG00000009861	ENSMODG00000003608	ENSMEUG00000004084	Locus_8793_Transcript_4/13_Confidence_0.462_Length_4077
ENSSHAG00000009862	ENSMODG00000001149	ENSMEUG00000008074	Locus_13423_Transcript_8/15_Confidence_0.471_Length_5768
ENSSHAG00000009863	ENSMODG00000003221	ENSMEUG00000008196	Locus_2906_Transcript_22/33_Confidence_0.090_Length_5530
ENSSHAG00000009864	ENSMODG00000015751	ENSMEUG00000014967	Locus_2062_Transcript_31/46_Confidence_0.224_Length_4056
ENSSHAG00000009865	ENSMODG00000005651	ENSMEUG00000016612	Locus_46090_Transcript_2/6_Confidence_0.600_Length_742
ENSSHAG00000009866	ENSMODG00000024911	ENSMEUG00000000018	Locus_7069_Transcript_2/13_Confidence_0.615_Length_2121
ENSSHAG00000009867	ENSMODG00000000439	ENSMEUG00000016498	Locus_34836_Transcript_12/20_Confidence_0.650_Length_1141
ENSSHAG00000009868	ENSMODG00000006634	NA	Locus_626_Transcript_36/56_Confidence_0.143_Length_3694
ENSSHAG00000009869	ENSMODG00000008942	ENSMEUG00000009137	Locus_4613_Transcript_4/9_Confidence_0.167_Length_3506
ENSSHAG00000009870	ENSMODG00000013563	ENSMEUG00000005515	Locus_41095_Transcript_7/10_Confidence_0.061_Length_3330
ENSSHAG00000009871	ENSMODG00000015181	ENSMEUG00000016093	Locus_2923_Transcript_2/34_Confidence_0.101_Length_7161
ENSSHAG00000009872	ENSMODG00000009433	NA	Locus_6355_Transcript_11/21_Confidence_0.500_Length_6928
ENSSHAG00000009873	ENSMODG00000017368	ENSMEUG00000010258	NA
ENSSHAG00000009874	ENSMODG00000000817	ENSMEUG00000013573	Locus_121181_Transcript_11/14_Confidence_0.412_Length_2210
ENSSHAG00000009876	NA	ENSMEUG00000009380	Locus_285_Transcript_4/5_Confidence_0.556_Length_5510
ENSSHAG00000009878	ENSMODG00000005520	ENSMEUG00000001424	Locus_6297_Transcript_5/7_Confidence_0.643_Length_4945
ENSSHAG00000009879	ENSMODG00000008019	NA	Locus_1187_Transcript_5/7_Confidence_0.122_Length_6433
ENSSHAG00000009880	ENSMODG00000021009	ENSMEUG00000012458	Locus_13853_Transcript_7/21_Confidence_0.552_Length_5542
ENSSHAG00000009882	ENSMODG00000014130	ENSMEUG00000014886	Locus_20241_Transcript_1/7_Confidence_0.375_Length_2453
ENSSHAG00000009883	ENSMODG00000003046	NA	Locus_58038_Transcript_4/6_Confidence_0.789_Length_1805
ENSSHAG00000009884	ENSMODG00000011812	ENSMEUG00000008670	Locus_12782_Transcript_12/18_Confidence_0.265_Length_3787
ENSSHAG00000009885	NA	ENSMEUG00000015389	Locus_35922_Transcript_6/6_Confidence_0.167_Length_3176
ENSSHAG00000009886	ENSMODG00000014803	ENSMEUG00000001451	Locus_2439_Transcript_13/47_Confidence_0.255_Length_1723
ENSSHAG00000009887	ENSMODG00000009988	ENSMEUG00000016021	Locus_4126_Transcript_10/12_Confidence_0.077_Length_5118
ENSSHAG00000009888	ENSMODG00000000124	NA	Locus_131850_Transcript_2/3_Confidence_0.333_Length_3472
ENSSHAG00000009889	ENSMODG00000005811	ENSMEUG00000011000	Locus_123754_Transcript_2/4_Confidence_0.333_Length_3040
ENSSHAG00000009890	ENSMODG00000000660	NA	Locus_15256_Transcript_7/10_Confidence_0.600_Length_3363
ENSSHAG00000009891	ENSMODG00000014039	NA	Locus_5301_Transcript_5/16_Confidence_0.474_Length_2758
ENSSHAG00000009892	ENSMODG00000013553	ENSMEUG00000010227	Locus_2501_Transcript_4/5_Confidence_0.783_Length_5312
ENSSHAG00000009893	ENSMODG00000019457	ENSMEUG00000012105	Locus_3185_Transcript_2/12_Confidence_0.462_Length_6936
ENSSHAG00000009894	ENSMODG00000016205	ENSMEUG00000004806	Locus_15584_Transcript_5/10_Confidence_0.125_Length_1415
ENSSHAG00000009895	ENSMODG00000003159	NA	Locus_11807_Transcript_5/19_Confidence_0.391_Length_4271
ENSSHAG00000009896	ENSMODG00000008322	ENSMEUG00000009912	Locus_19134_Transcript_13/24_Confidence_0.500_Length_2128
ENSSHAG00000009899	NA	ENSMEUG00000012332	Locus_17839_Transcript_2/6_Confidence_0.625_Length_1400
ENSSHAG00000009900	ENSMODG00000006961	ENSMEUG00000008636	Locus_27792_Transcript_4/8_Confidence_0.200_Length_1252
ENSSHAG00000009901	ENSMODG00000003889	NA	Locus_12408_Transcript_4/13_Confidence_0.171_Length_2716
ENSSHAG00000009902	ENSMODG00000025413	NA	Locus_123847_Transcript_13/19_Confidence_0.165_Length_4413
ENSSHAG00000009903	ENSMODG00000017384	ENSMEUG00000010269	Locus_2967_Transcript_60/82_Confidence_0.056_Length_2077
ENSSHAG00000009905	ENSMODG00000001875	ENSMEUG00000008473	Locus_2134_Transcript_23/44_Confidence_0.447_Length_2828
ENSSHAG00000009906	ENSMODG00000000015	ENSMEUG00000000053	Locus_12318_Transcript_35/101_Confidence_0.083_Length_5265
ENSSHAG00000009907	ENSMODG00000013191	ENSMEUG00000011519	Locus_2107_Transcript_12/14_Confidence_0.235_Length_3055
ENSSHAG00000009908	ENSMODG00000010672	ENSMEUG00000010447	Locus_508_Transcript_11/19_Confidence_0.220_Length_2443
ENSSHAG00000009909	ENSMODG00000004503	ENSMEUG00000002396	Locus_17543_Transcript_11/16_Confidence_0.333_Length_3663
ENSSHAG00000009911	ENSMODG00000004998	ENSMEUG00000001132	Locus_5586_Transcript_7/10_Confidence_0.571_Length_7786
ENSSHAG00000009912	ENSMODG00000016708	ENSMEUG00000003982	Locus_33715_Transcript_14/24_Confidence_0.345_Length_2294
ENSSHAG00000009913	ENSMODG00000010582	ENSMEUG00000007972	NA
ENSSHAG00000009915	ENSMODG00000008301	ENSMEUG00000008362	Locus_5671_Transcript_3/28_Confidence_0.067_Length_3886
ENSSHAG00000009917	ENSMODG00000010331	ENSMEUG00000009237	NA
ENSSHAG00000009918	ENSMODG00000019732	ENSMEUG00000002656	Locus_13551_Transcript_6/30_Confidence_0.441_Length_5042
ENSSHAG00000009919	ENSMODG00000025142	ENSMEUG00000000755	Locus_5716_Transcript_30/131_Confidence_0.002_Length_3624
ENSSHAG00000009920	ENSMODG00000018218	NA	Locus_50756_Transcript_1/3_Confidence_0.667_Length_1466
ENSSHAG00000009921	ENSMODG00000013285	ENSMEUG00000015450	Locus_2833_Transcript_1/13_Confidence_0.647_Length_3340
ENSSHAG00000009922	ENSMODG00000015748	ENSMEUG00000014980	Locus_517_Transcript_7/12_Confidence_0.500_Length_3800
ENSSHAG00000009923	ENSMODG00000003081	ENSMEUG00000012198	Locus_2815_Transcript_13/19_Confidence_0.122_Length_3668
ENSSHAG00000009924	ENSMODG00000021454	ENSMEUG00000000373	NA
ENSSHAG00000009925	ENSMODG00000003910	ENSMEUG00000001007	NA
ENSSHAG00000009926	ENSMODG00000009926	ENSMEUG00000001156	Locus_48568_Transcript_2/7_Confidence_0.444_Length_3564
ENSSHAG00000009927	ENSMODG00000015767	ENSMEUG00000013343	Locus_11338_Transcript_15/28_Confidence_0.265_Length_3123
ENSSHAG00000009928	ENSMODG00000016827	ENSMEUG00000001633	Locus_6380_Transcript_6/21_Confidence_0.200_Length_2494
ENSSHAG00000009929	ENSMODG00000024464	ENSMEUG00000013365	NA
ENSSHAG00000009930	ENSMODG00000011007	ENSMEUG00000000447	NA
ENSSHAG00000009931	ENSMODG00000001747	ENSMEUG00000005412	Locus_123768_Transcript_1/2_Confidence_0.667_Length_1665
ENSSHAG00000009932	ENSMODG00000008349	ENSMEUG00000004139	Locus_2113_Transcript_38/40_Confidence_0.246_Length_3535
ENSSHAG00000009933	ENSMODG00000020533	ENSMEUG00000012488	Locus_18530_Transcript_25/32_Confidence_0.432_Length_4518
ENSSHAG00000009934	ENSMODG00000013806	ENSMEUG00000002035	Locus_894_Transcript_14/41_Confidence_0.306_Length_3870
ENSSHAG00000009935	ENSMODG00000019476	ENSMEUG00000016113	Locus_15991_Transcript_8/9_Confidence_0.556_Length_2309
ENSSHAG00000009936	ENSMODG00000019515	NA	Locus_5638_Transcript_5/9_Confidence_0.727_Length_2455
ENSSHAG00000009937	ENSMODG00000016556	ENSMEUG00000002019	Locus_20686_Transcript_36/55_Confidence_0.175_Length_4481
ENSSHAG00000009939	ENSMODG00000005181	ENSMEUG00000007324	Locus_14293_Transcript_2/8_Confidence_0.600_Length_4644
ENSSHAG00000009940	ENSMODG00000014114	ENSMEUG00000000689	Locus_2649_Transcript_15/40_Confidence_0.250_Length_2912
ENSSHAG00000009941	ENSMODG00000013443	ENSMEUG00000009708	Locus_4966_Transcript_6/30_Confidence_0.484_Length_2053
ENSSHAG00000009942	ENSMODG00000020341	ENSMEUG00000016703	Locus_72157_Transcript_20/42_Confidence_0.096_Length_2110
ENSSHAG00000009944	ENSMODG00000023385	ENSMEUG00000007867	Locus_2418_Transcript_10/16_Confidence_0.286_Length_6656
ENSSHAG00000009945	ENSMODG00000001926	ENSMEUG00000015464	Locus_23120_Transcript_6/8_Confidence_0.588_Length_2287
ENSSHAG00000009946	ENSMODG00000005413	ENSMEUG00000003000	Locus_100787_Transcript_1/2_Confidence_0.333_Length_2037
ENSSHAG00000009947	ENSMODG00000018463	ENSMEUG00000001487	Locus_4930_Transcript_14/44_Confidence_0.074_Length_5757
ENSSHAG00000009948	ENSMODG00000021353	ENSMEUG00000004081	Locus_3614_Transcript_24/24_Confidence_0.000_Length_5068
ENSSHAG00000009949	ENSMODG00000009823	ENSMEUG00000002625	Locus_13454_Transcript_7/32_Confidence_0.108_Length_4416
ENSSHAG00000009950	ENSMODG00000018912	NA	Locus_2780_Transcript_1/5_Confidence_0.167_Length_2415
ENSSHAG00000009951	ENSMODG00000020379	ENSMEUG00000009804	Locus_115962_Transcript_5/18_Confidence_0.558_Length_5061
ENSSHAG00000009952	ENSMODG00000004243	ENSMEUG00000016078	Locus_19211_Transcript_1/10_Confidence_0.042_Length_1215
ENSSHAG00000009954	ENSMODG00000006291	NA	Locus_12758_Transcript_25/26_Confidence_0.235_Length_3301
ENSSHAG00000009955	ENSMODG00000000109	ENSMEUG00000010011	Locus_353_Transcript_8/12_Confidence_0.588_Length_2945
ENSSHAG00000009956	ENSMODG00000006352	ENSMEUG00000013969	Locus_23035_Transcript_11/23_Confidence_0.244_Length_2573
