ensembl_gene_id,likelihood,p0,f0,p1,f1,p2,f2,p3,f3,pval,p2a_2b,ID
ENSSHAG00000005897,-2692.357322,0.96549,0.01412,0.03451,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005899,-3505.708294,0.55536,0.08283,0.3591,1,0.05195,1,0.03359,1,1,0.08554,nonsig_wg
ENSSHAG00000005900,-1233.883572,1,0.01923,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005901,-5566.642557,0.95003,0.01692,0.04997,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005903,-1261.482857,0.71858,0.04736,0.15954,1,0.09973,999,0.02214,999,0.387932717756295,0.12187,nonsig_wg
ENSSHAG00000005908,-3848.118913,0.82199,0,0.17801,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005909,-16370.389106,0.66,0.06831,0.34,1,0,1,0,1,0.998404232397798,0,nonsig_wg
ENSSHAG00000005915,-1959.628367,0.98472,0,0.01528,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005921,-1938.386608,0.82494,0.12356,0.17506,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005922,-4270.14865,0.94418,0.03629,0.05582,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005924,-2752.10227,0.92693,0.04561,0.07307,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005925,-2531.926905,0.78492,0.10791,0.21508,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005927,-5807.316143,0.91739,0.04592,0.08261,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000005932,-2535.041921,0.62937,0.03919,0.37063,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005935,-6735.24186,0.87919,0.03834,0.09166,1,0.0264,2.81641,0.00275,2.81641,0.610904433865216,0.02915,nonsig_wg
ENSSHAG00000005940,-2108.158646,0.53952,0.03848,0.44871,1,0.00642,999,0.00534,999,0.209396196338103,0.01176,nonsig_wg
ENSSHAG00000005941,-2542.399086,1,0.0371,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005947,-5998.907787,0.68894,0.0474,0.31106,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005952,-1705.416052,0.98883,0.0268,0.01117,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005954,-3981.33177,0.70608,0.03642,0.29392,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000005956,-2751.700125,0.90067,0.01972,0.08178,1,0.01608,1,0.00146,1,1,0.01754,nonsig_wg
ENSSHAG00000005966,-3693.760565,0.74076,0.0825,0.25924,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005968,-3082.56384,0.92936,0.01588,0.07064,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005969,-2474.321833,0.87873,0.02667,0.06104,1,0.05632,5.22271,0.00391,5.22271,0.435017578393054,0.06023,nonsig_wg
ENSSHAG00000005973,-2118.016933,0.95745,0.04431,0.04255,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005977,-24554.877298,0.83164,0.01674,0.16836,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005979,-2481.48662,0.80739,0.05586,0.19261,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005980,-3049.996763,0.89574,0.02098,0.10426,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005982,-5979.674945,0.87191,0.02362,0.12809,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005988,-2536.671286,0.63563,0,0.36437,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005990,-5598.402315,0.88185,0,0.11815,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005991,-6037.472503,1,0.0152,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000005998,-2663.86457,0.92877,0.01402,0.03756,1,0.03236,1,0.00131,1,1,0.03367,nonsig_wg
ENSSHAG00000006007,-3477.809848,0.74949,0,0.25051,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006008,-3097.79982,0.96614,0.0096,0.03386,1,0,1,0,1,0.998045592020359,0,nonsig_wg
ENSSHAG00000006010,-5095.191483,0.93435,0.01619,0.06565,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006012,-3031.134604,0.86367,0.00177,0.11901,1,0.01522,1,0.0021,1,1,0.01732,nonsig_wg
ENSSHAG00000006014,-4449.343065,0.55885,0.01452,0.44115,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006016,-1802.386953,1,0.03829,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006017,-1511.636087,1,0.02209,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006020,-2098.598589,0.62468,0.02575,0.37532,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006021,-2313.423886,0.97819,0.01695,0.02181,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006022,-3226.542667,0.65429,0.08121,0.34571,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006038,-2746.799459,0.80565,0,0.19435,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006044,-4309.386213,0.91754,0.03514,0.08246,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006050,-5132.532944,1,0.04829,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006058,-1602.307629,0.88854,0.04611,0.11146,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006059,-4560.973219,0.67298,0.12322,0.32702,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006062,-3435.167389,0.63847,0.00971,0.33246,1,0.01912,3.48731,0.00996,3.48731,0.39532901076615,0.02908,nonsig_wg
ENSSHAG00000006064,-2572.98761,0.50078,0.05111,0.02937,1,0.44383,4.35778,0.02603,4.35778,1,0.46986,nonsig_wg
ENSSHAG00000006065,-4337.793199,0.73841,0.02681,0.20179,1,0.04696,1,0.01283,1,1,0.05979,nonsig_wg
ENSSHAG00000006069,-5858.309777,0.959,0.01513,0.041,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006070,-4267.325639,0.69517,0,0.30483,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006072,-4026.60653,0.91222,0.01555,0.08778,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006074,-5119.730226,0.82985,0.02087,0.17015,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000006075,-3835.685933,1,0.04203,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006080,-4277.979358,0.79725,0.03949,0.07397,1,0.11785,1,0.01093,1,1,0.12878,nonsig_wg
ENSSHAG00000006084,-7114.516484,0.80474,0.01745,0.19526,1,0,1,0,1,0.997476871715064,0,nonsig_wg
ENSSHAG00000006085,-1131.521231,1,0.03461,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006090,-6483.377684,0.94585,0.02358,0.05415,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006092,-1304.590542,0.94192,0.0275,0.05808,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006096,-3955.798299,0.8318,0.01795,0.1682,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006097,-3537.30999,0.77558,0.13893,0.21307,1,0.00891,1,0.00245,1,1,0.01136,nonsig_wg
ENSSHAG00000006102,-4653.528627,0.51241,0.02883,0.34613,1,0.08443,1,0.05703,1,1,0.14146,nonsig_wg
ENSSHAG00000006108,-1363.316232,0.90606,0.02164,0.09394,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006114,-1756.103832,0.93648,0.02363,0.02419,1,0.03834,1,0.00099,1,1,0.03933,nonsig_wg
ENSSHAG00000006116,-2866.383569,0.51746,0.02291,0.22658,1,0.17802,1,0.07795,1,1,0.25597,nonsig_wg
ENSSHAG00000006127,-956.475239,0.53621,0,0.46379,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006130,-5291.407291,0.69788,0.04475,0.24694,1,0.04076,1,0.01442,1,1,0.05518,nonsig_wg
ENSSHAG00000006131,-9505.398928,0.94362,0.04958,0.05638,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006132,-1387.586294,0.5651,0,0.4349,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006134,-7007.418597,0.86941,0.06325,0.13059,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006135,-4809.806695,0.86038,0.01216,0.01912,1,0.11789,1.00342,0.00262,1.00342,0.997236052283244,0.12051,nonsig_wg
ENSSHAG00000006136,-7165.569306,0.93992,0,0.0345,1,0.02468,1,0.00091,1,1,0.02559,nonsig_wg
ENSSHAG00000006143,-16262.512796,0.97365,0.01181,0.02635,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006144,-1072.857783,0.41158,0,0.32851,1,0.14454,1,0.11537,1,1,0.25991,nonsig_wg
ENSSHAG00000006145,-1481.346799,0.98848,0.01012,0,1,0.01152,1.13358,0,1.13358,0.994588525101657,0.01152,nonsig_wg
ENSSHAG00000006150,-1960.213781,0.55304,0.10925,0.39822,1,0.02834,5.94844,0.02041,5.94844,0.202119325218202,0.04875,nonsig_wg
ENSSHAG00000006153,-1276.720196,0.90856,0.01442,0.03136,1,0.05807,1,0.002,1,1,0.06007,nonsig_wg
ENSSHAG00000006154,-4545.666015,0.69078,0.01277,0.30922,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006157,-4683.69999,0.81549,0.06079,0.04327,1,0.13413,1,0.00712,1,1,0.14125,nonsig_wg
ENSSHAG00000006159,-8517.073242,0.91218,0.02686,0.08782,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006160,-7770.112324,0.72056,0,0.25512,1,0.01796,5.97584,0.00636,5.97584,0.09970674008994,0.02432,nonsig_wg
ENSSHAG00000006161,-2431.752072,0.8013,0.08519,0.1987,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006163,-3709.942461,0.84648,0.00108,0.15352,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006164,-4715.924754,0.91665,0.06164,0.08335,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006166,-7130.281422,0.93911,0.05513,0.06089,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006167,-13397.344446,1,0.00063,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006168,-2905.039452,0.94335,0.03687,0.05665,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006171,-1533.218268,0.28904,0,0.53232,1,0.06286,1,0.11578,1,1,0.17864,nonsig_wg
ENSSHAG00000006173,-3545.982722,0.98597,0.01284,0.01399,1,4e-05,1,0,1,1,4e-05,nonsig_wg
ENSSHAG00000006176,-4110.835757,0.43856,0.0326,0.45097,1,0.05446,2.28806,0.056,2.28806,0.522721652285085,0.11046,nonsig_wg
ENSSHAG00000006180,-2361.329038,0.85424,0.02222,0.14576,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006184,-2475.965785,0.95903,0.0218,0.04097,1,0,1,0,1,0.996614872594232,0,nonsig_wg
ENSSHAG00000006188,-1959.807595,0.96816,0.01927,0,1,0.03184,1,0,1,1,0.03184,nonsig_wg
ENSSHAG00000006189,-1983.222682,0.8566,0.07805,0.1434,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006203,-2275.88784,1,0.00518,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006205,-6304.289074,0.97858,0.02567,0.02142,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006209,-33932.615621,0.60848,0.07489,0.30463,1,0.05791,1,0.02899,1,1,0.0869,nonsig_wg
ENSSHAG00000006216,-2048.789362,0.94235,0.02764,0.03428,1,0.02255,1,0.00082,1,1,0.02337,nonsig_wg
ENSSHAG00000006219,-2356.883596,0.93092,0.03278,0.06908,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006220,-2284.382782,0.95893,0.07386,0.01401,1,0.02667,2.70321,0.00039,2.70321,0.496047618126871,0.02706,nonsig_wg
ENSSHAG00000006225,-4133.905377,0.52954,0.09701,0.32516,1,0.09003,1,0.05528,1,1,0.14531,nonsig_wg
ENSSHAG00000006228,-4691.471106,0.83616,0.01986,0.16384,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006229,-3273.290243,0.80888,0,0.19112,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006233,-3357.377818,0.97536,0.01364,0.02464,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006236,-5829.566618,0.79127,0,0.20873,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006238,-3310.48076,1,0.10488,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006247,-1414.641755,0.97235,0,0.02144,1,0.00608,1,0.00013,1,1,0.00621,nonsig_wg
ENSSHAG00000006252,-4825.721018,0.99326,0.02522,0.00674,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006253,-9664.660399,0.82785,0.02093,0.17215,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000006255,-3160.361687,0.95224,0.0034,0.04776,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006257,-2659.917647,0.72723,0.02604,0.27277,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006263,-2496.263097,0.9589,0.0243,0.01815,1,0.02252,1,0.00043,1,1,0.02295,nonsig_wg
ENSSHAG00000006267,-4285.710057,0.98037,0.019,0.01963,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006269,-16320.815654,0.92552,0.01158,0.07448,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006277,-3404.720531,0.97529,0.00487,0.02471,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006288,-2832.019943,0.96892,0.02278,0,1,0.03108,1,0,1,0.273017292442219,0.03108,nonsig_wg
ENSSHAG00000006290,-3987.307625,0.72691,0.01459,0.27309,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006303,-5166.55073,0.78225,0,0.20011,1,0.01405,4.9755,0.00359,4.9755,0.375579213331061,0.01764,nonsig_wg
ENSSHAG00000006304,-1275.63593,0.91897,0.02203,0.08103,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006306,-2865.187302,0.98324,0.03133,0.01107,1,0.00563,17.89131,6e-05,17.89131,0.396256114259542,0.00569,nonsig_wg
ENSSHAG00000006311,-1964.014566,0.83578,0.07477,0.10492,1,0.05269,1.6367,0.00661,1.6367,0.745112384543439,0.0593,nonsig_wg
ENSSHAG00000006315,-3254.764435,0.74146,0.0166,0.25854,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006318,-5301.31099,0.97095,0.01613,0.01945,1,0.00941,1.48796,0.00019,1.48796,0.72485104613095,0.0096,nonsig_wg
ENSSHAG00000006320,-8326.440148,0.902,0.01706,0.098,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006321,-3229.289436,0.86097,0.12026,0.13903,1,0,1,0,1,0.998871621274596,0,nonsig_wg
ENSSHAG00000006322,-4414.601247,1,0.04414,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006323,-3429.005549,0.92307,0.02731,0.07693,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006327,-3277.616682,0.42523,0,0.57477,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006329,-3344.673362,0.70557,0.08676,0.29443,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006332,-3479.532904,0.71327,0.02577,0.25176,1,0.02584,1,0.00912,1,0.740096324477218,0.03496,nonsig_wg
ENSSHAG00000006333,-5808.901265,0.90884,0.02856,0.09116,1,0,1,0,1,0.997743244805947,0,nonsig_wg
ENSSHAG00000006338,-6925.977371,0.73953,0,0.26047,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006340,-7710.778096,0.88898,0.02245,0.11102,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006345,-3085.286854,0.71682,0.08134,0.16711,1,0.09413,1,0.02194,1,1,0.11607,nonsig_wg
ENSSHAG00000006351,-7980.651046,0.69961,0.07003,0.30039,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006352,-2746.908757,0.76237,0.04639,0.23763,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006354,-5056.230413,0.94423,0.01687,0.05577,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006355,-4839.569361,0.92127,0.05189,0.07873,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006356,-9633.837256,0.97175,0.0337,0.02825,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006360,-3627.275996,0.5426,0.02748,0.4574,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006361,-3253.316033,0.96184,0.01873,0.03816,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006364,-1461.738077,0.99552,0.00556,0,1,0.00448,3.3938,0,3.3938,0.853057432142207,0.00448,nonsig_wg
ENSSHAG00000006365,-1642.790157,0.94891,0.02912,0.05109,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006367,-2307.938606,0.73387,0.02444,0.26613,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006370,-3468.452375,0.72718,0.02988,0.19769,1,0.05907,1,0.01606,1,1,0.07513,nonsig_wg
ENSSHAG00000006371,-5050.787403,0.92799,0.05073,0.07201,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006372,-5844.449788,0.82774,0.05856,0.17226,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006379,-1461.371676,1,0.07156,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006384,-2069.191595,1,0.02215,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006387,-2937.934551,1,0.01695,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006393,-2541.931978,0.88525,0.10837,0.11475,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006395,-10000.331442,0.7202,0.07396,0.2798,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006397,-2714.03738,0.75242,0.08154,0.24758,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006398,-4242.866422,0.92702,0,0.07298,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006402,-2042.656979,0.94488,0.00832,0.05512,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006404,-7051.216487,0.9019,0.00979,0.09158,1,0.00592,1.01541,6e-04,1.01541,0.994829153158679,0.00652,nonsig_wg
ENSSHAG00000006407,-4114.102983,0.9415,0.03252,0.0585,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006410,-3423.827687,0.84012,0.04398,0.15988,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006412,-4298.05832,0.89232,0.04409,0.10768,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006414,-4428.134396,0.82262,0.04068,0.17738,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006419,-6003.142082,0.78972,0.12768,0.18391,1,0.02139,5.93772,0.00498,5.93772,0.432783513252785,0.02637,nonsig_wg
ENSSHAG00000006422,-3715.85851,0.89859,0.03171,0.10141,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006426,-5412.384571,0.88655,0.11196,0.11345,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006428,-3151.79665,0.83169,0.05339,0.15372,1,0.01232,821.10473,0.00228,821.10473,0.149965278334089,0.0146,nonsig_wg
ENSSHAG00000006429,-1965.531955,0.87552,0.08264,0.12448,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006431,-4102.578699,0.82724,0.04551,0.17276,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006438,-2372.250602,1,0.08574,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006441,-6199.113529,0.87394,0.02407,0.10734,1,0.01668,5.27099,0.00205,5.27099,0.322323761341703,0.01873,nonsig_wg
ENSSHAG00000006444,-7886.952507,0.8576,0.04178,0.1379,1,0.00388,999,0.00062,999,0.142696426735665,0.0045,nonsig_wg
ENSSHAG00000006446,-7618.154524,0.74051,0.05135,0.25949,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006447,-1401.075959,0.92695,0,0.07305,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006448,-4592.3497,0.44768,0,0.48622,1,0.03168,1,0.03441,1,1,0.06609,nonsig_wg
ENSSHAG00000006452,-1933.442819,0.93301,0.03775,0.05594,1,0.01043,4.05024,0.00063,4.05024,0.662963229909494,0.01106,nonsig_wg
ENSSHAG00000006456,-1671.217183,0.77987,0.04615,0.22013,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006465,-2516.569252,0.59077,0,0.40923,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006469,-1670.917489,0.79984,0.01094,0.20016,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006470,-3151.862879,0.78408,0.0502,0.08356,1,0.11961,1,0.01275,1,1,0.13236,nonsig_wg
ENSSHAG00000006475,-8617.358154,0.67729,0.04929,0.32271,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006479,-5840.018242,0.53652,0.04733,0.35658,1,0.06422,1,0.04268,1,1,0.1069,nonsig_wg
ENSSHAG00000006483,-3970.97104,0.90617,0.01577,0.09326,1,0.00052,1,5e-05,1,0.997743244677665,0.00057,nonsig_wg
ENSSHAG00000006487,-7860.151669,0.70629,0,0.29371,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006493,-1701.028811,0.98039,0.02316,0,1,0.01961,1,0,1,0.610228723674364,0.01961,nonsig_wg
ENSSHAG00000006495,-1038.977928,0.88917,0,0.11083,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006497,-5100.320034,0.70822,0.075,0.29178,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006499,-5772.547483,0.87805,0.01008,0.11493,1,0.00621,1,0.00081,1,1,0.00702,nonsig_wg
ENSSHAG00000006500,-8373.90924,1,0.01476,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006503,-2824.91389,0.91861,0.08892,0.08139,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006505,-4520.331534,0.80253,0.10226,0.19241,1,0.00408,1,0.00098,1,1,0.00506,nonsig_wg
ENSSHAG00000006508,-3947.09513,0.68522,0.14868,0.31478,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006509,-5094.278621,0.95896,0.01836,0.04104,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006510,-5842.895788,0.65903,0.06852,0.34097,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006512,-2020.386615,0.67301,0.06206,0.32699,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006514,-3220.611412,0.63959,0.04737,0.23525,1,0.0915,1.32094,0.03366,1.32094,0.849540275730016,0.12516,nonsig_wg
ENSSHAG00000006526,-3818.611716,0.9087,0.03184,0.0913,1,0,1,0,1,0.997014596284749,0,nonsig_wg
ENSSHAG00000006527,-1522.556892,0.82194,0.05082,0.17806,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006532,-11889.433055,0.96668,0.02568,0.03332,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006536,-5024.590117,0.84209,0.08512,0.15791,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006541,-8333.675994,0.92516,0.03695,0.05484,1,0.01888,1,0.00112,1,1,0.02,nonsig_wg
ENSSHAG00000006544,-1799.340316,0.84439,0,0.15561,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006546,-4121.47038,0.77861,0,0.22139,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006549,-4628.77003,0.97976,0.03372,0.02024,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006553,-1414.588653,1,0.00499,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006555,-4955.489635,0.94686,0,0.05314,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006559,-2527.427894,0.67377,0.16028,0.17432,1,0.12069,1,0.03122,1,1,0.15191,nonsig_wg
ENSSHAG00000006562,-5645.39047,0.76402,0,0.23598,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006564,-1713.158892,1,0.01434,0,1,0,1,0,1,0.998871621146314,0,nonsig_wg
ENSSHAG00000006566,-8043.875621,0.97471,0.03209,0.02529,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006570,-3795.337488,0.79164,0,0.17157,1,0.03024,1,0.00655,1,1,0.03679,nonsig_wg
ENSSHAG00000006571,-1885.551885,0.99392,0.03185,0,1,0.00608,38.68172,0,38.68172,0.41938070324476,0.00608,nonsig_wg
ENSSHAG00000006577,-2441.678929,1,0.07158,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006582,-2495.2112,0.99403,0.03954,0,1,0.00597,12.47357,0,12.47357,0.10251569549544,0.00597,nonsig_wg
ENSSHAG00000006588,-3421.149272,1,0.08693,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006589,-2731.648756,0.98165,0.06057,0.01835,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006590,-4940.724875,1,0.0194,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006591,-2776.591624,0.71015,0,0.27699,1,0.00925,15.03295,0.00361,15.03295,0.0798804710101007,0.01286,nonsig_wg
ENSSHAG00000006602,-4915.962828,0.96249,0.03998,0.03751,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006608,-2665.905603,0.95109,0.01754,0.04891,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006610,-4380.098017,0.97518,0.09183,0,1,0.02482,998.99759,0,998.99759,0.0588409566247622,0.02482,nonsig_wg
ENSSHAG00000006611,-1518.486136,1,0.02195,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006616,-2164.970531,1,0.06591,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006618,-3362.312058,0.94526,0.01933,0.05474,1,0,1,0,1,0.998871621274596,0,nonsig_wg
ENSSHAG00000006619,-1613.360564,0.59187,0.05365,0.16785,1,0.1872,1,0.05309,1,1,0.24029,nonsig_wg
ENSSHAG00000006629,-3401.596539,0.30503,0.06282,0.24298,1,0.25158,1,0.20041,1,1,0.45199,nonsig_wg
ENSSHAG00000006630,-1055.716896,0.92089,0,0.07911,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006633,-3236.609234,0.96267,0.01804,0.02526,1,0.01176,1,0.00031,1,1,0.01207,nonsig_wg
ENSSHAG00000006634,-2671.193653,0.71165,0.12134,0.26307,1,0.01846,1,0.00682,1,1,0.02528,nonsig_wg
ENSSHAG00000006640,-4946.565154,0.99317,0.01293,0.00683,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006649,-722.017835,1,0.04127,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006654,-6186.232448,0.45744,0.07259,0.21057,1,0.22734,1,0.10465,1,1,0.33199,nonsig_wg
ENSSHAG00000006661,-1506.163034,1,0.12092,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000006663,-11639.866358,0.81466,0.0676,0.1641,1,0.01768,1,0.00356,1,1,0.02124,nonsig_wg
ENSSHAG00000006665,-2499.940493,0.89677,0.08426,0.06648,1,0.03422,1.92634,0.00254,1.92634,0.598326049420071,0.03676,nonsig_wg
ENSSHAG00000006667,-12945.23008,0.88509,0.11785,0.11491,1,0,1,0,1,0.998871621018033,0,nonsig_wg
